video_id,duration,viewCount
cVQt3fiiOXg,7.51,45695
Q44ulHb9S_M,9.32,187788
3OMhdAEs1Wo,15.37,34308
LjzMq3l8sVw,8,739020
XBwOPjOg7Wo,13.42,430530
p3nm2myaj4M,6.52,103
eHdqr54k5xY,13.24,154403
gt2-oP6oBXk,3.01,6543263
htUb_YIRUUI,11.19,199991
BRCs7yX372Y,10.45,9570797
4BIDXxmZ-P0,3.46,1134474
YmicVgAQAP4,10.57,104570
qDs46nT1or0,1.51,139599
szPez5q2mY0,34.35,4209892
zAUS5XCTjow,17.27,223414
jFXScHIkpkA,5.18,77553
wV7Uv-ftCLQ,2.48,83304
ta2KBoy_G5c,10.33,9385190
unocKIwBS6M,6.19,135886
f1zclytbTYY,6.11,111585
y0r5t3hfoZY,11.01,369105
vgQNOIhRsV4,1.31,4844538
iqsOeGUNGT4,2.52,16837
fZDkAipc40A,3.31,239375
2m2VZ_I_-Wc,1.06,142235
aGUa9JOLkeI,2.22,295
fNFzfwLM72c,4.1,30033794
W7-PwhWz8P8,1.34,1825029
xhhENspVY3Q,14.27,420784
fs38PSnMyHI,3.59,31218
PNsD7u9lHdg,4.13,17080311
mQdG7kDwumA,22.22,557874
n_JZ8Lsb_dI,10.22,868971
atWzWqGN9Vg,16.32,205933
dG-Uvw83sPE,10.41,173754
PXiXGf8wANA,6.57,16561
pcvTBmsPotU,18.57,2164150
dBsFdEs9LnU,20.22,33135
yQ8o5BkxRIY,1.33,107135
Wh3ZDBg5SmA,11.55,33800
svG0RmIGBPU,19.07,283424
AbCMLL_ob78,16.05,174703
Uldmia5eDOY,3.09,241518
iS6DQkyr8gw,14.55,103420
3qDlAUr1-18,11.26,135906
2zWSNHuqtPA,5.46,50378
54cZ1El6Sdo,5.54,14622
oOQ1sPIH7QE,11.07,649598
N-uGS_0efI0,5.08,15053
LA7T0GSjzg0,3.34,18767365
r1sfb0gKdBM,12.36,139217
8i6WOn45OTo,11.42,252951
R0clWQjPVSI,5.17,156222
zEkX_Wr1ftM,1.22,58317
D_uMIiXQ654,4.17,350968
wppv4riURm4,12.19,22197
fB5bH8e687E,33.24,75210
e8Ir3cmq7UE,11.28,64620
uJucvI1sBho,3,1153874
s5GfhGFVCFE,11.29,23829267
0xHbe_4MNHE,17.41,44195
jq-ccYcyWqI,0.54,186711
zOsA3mc1xGw,1.57,3885190
D0Ajq682yrA,2.12,15782571
avbzTvIgOEs,2.54,239436
PYB80LH7fy4,1.37,235825
TpQZ42FPbsI,19.59,76774
mKHmT4chv9A,11.59,142926
_pHSV5hDcp8,11.1,17059236
-HK_X7PzslA,4.31,89427
7mMYIgBL0Fg,21.15,68968
aG6l00AuXrA,21.15,665587
evpuRHtTUi0,2.06,1990284
ZLrtNIYcmiE,2.07,2815447
kOLHin-LsZc,26.03,1053157
EbGCauq8Lrs,37.44,125142
Qh7DhW5KxXg,13.23,194160
HuN1F0q6Y7o,19.43,735513
O2IkzZjUwHs,6.51,128689
g6m4FvDP_Gs,6.16,358722
WD6JK6oEOIE,40.15,286871
mSpXxxld4o8,10.36,43158508
hKXVIE3t7_s,2.27,323229
ON95Ttaxawc,20.14,45745
sdwLOvC-_es,21.18,36550
mGOuic4qnCs,13.57,104834
DEkl2qq9VXI,3.21,132353
D-6cXKQgp1E,10.15,17759876
0Zi8KbgVhFc,22.29,4183702
bgSjFFINi50,10.2,5744
cX-4DicL_QU,1.22,177685
i-1NT9TS19o,5.25,160397
_JVQOiw_OUU,3.17,291176
Qqtgpw21lr4,16.4,22228
zYiggvLG86g,15.27,659875
r0QhYKvFa7g,5.27,95180
3O26kPrVomA,25.5,220761
NU04kMTvYtc,6.1,101005
x-_QCglic14,0.16,2511984
MmQLEhcmIIY,2.06,1739089
46ZXl-V4qwY,20.59,4742002
_D9FgRBhmWM,0.32,537514
RCeGBzux2VU,0.46,39308
tj8mQtcqwyM,10.08,716645
ax1csuZ6xTo,0.33,69954
Sgr90HS_g7A,18.5,32317
bIGjW5hw18w,0.53,38285
oHOudL5d14M,1.04,33445
QF-2MKSrrZg,15.56,169961
XeSDMlvOgNo,13.22,28140
XiExTukDlpY,7.46,59696
RqqqiGSr1I4,21.06,72835
qzxGZiAdI3Y,6.03,30954
9cqb5rbKbVo,14.37,149767
laCe3wk0f7k,4.39,18314
Oz_9PMI8U0Y,8.48,1332640
8Rjiqa7Ws0k,5.29,49122
BcZrykfBebU,11.44,51084
erhkZBAqHkY,1.14,122090
2ZK4piveRgY,2.46,134911
ejs-rQjP_s4,2.06,1245422
6ADah-h285k,0.24,322676
_-zzAjt0Fh4,12.47,46553
yWDYj_46NRY,3.42,7912214
YhOf0H_gLP8,3.38,158976
WAxa3MJEhOg,15.54,981939
HzW_kD8gE0g,3.18,2758144
_MVzXKfr6e8,3.02,2122769
f2hQn7Hd7fw,0.5,448653
D1hwopQLeCU,3.55,35142
Rhmh5KHTs5c,2.06,2753823
Vdnj9gPEAFI,4.23,36697
eHbByA0fQnQ,3.06,148513
l0eaEaaJaiU,1.07,14432
77kJEVrQPsM,11.13,23519
xx9ifL3IgsY,2.06,3428813
3aC8cRbXsNw,0.47,16607
cjC0yvP2--g,2.47,74765
OuGEwPfv84s,26.18,31489
TmiyB1RIMjE,10.16,187241
pVqWRyRuoQ4,nan,95528
2iDqXDq51gI,10.19,102862
lCLm9eK5k1Q,10.26,96411
oXwdfqqmF40,1.5,78703
Ha5C7FY6C4Y,1.5,1617060
anDkS4aJYxM,1.18,261789
YI6VitCyHoc,6.34,105973
7rQpIcjs86U,10.11,149852
lD9tjBUiXs0,3.01,643191
cw1daSLJ-rc,3.12,72924
ShqXL-zfLxY,1.25,31552495
z371zrxhCaI,13.35,69456
MHc-p0C15RI,3.2,15900
SgCPMIRdFpA,11.49,104600
fK3_uf8FLHc,3.51,1864152
srPktd4k_O8,2.13,11075637
Jma-4PdT8dU,6.14,405089
ebdXDm2EjAM,11.3,800082
mVjdNfM62KY,11.02,47376
RRXU5Ms5ZAY,nan,33851
OtYvetHON7o,54.2,95538
CJly8FxR7-o,20.17,8056
64rbkgQtczQ,4.3,69169
DuVeVw2ArAI,1.28,152000
neRjnJ4SWMk,4.36,43251
-SchruSObxU,1.37,42615
m1JOSkkpIPM,3.13,355587
kJVciTqsUAo,8.03,91455
HxvLdgfp0m8,10.11,57923
PI0keooEPyM,10.5,79690
iyEshZNEDp0,2.4,6224
H2-REbL2OU0,8.11,3110059
f9unk6icuG0,2.03,154091
FDP0mbsVX9A,4.54,37587
ZuVMm3EKSss,3.51,63596
eXG86i9Ns_c,28.12,43498
B-83WJMAjMA,10.22,8394118
s4OpGYSLsws,0.53,1621606
jtvYXSSIFYE,5.59,13429
_Jvl6PXYd10,5.02,330404
Un9Qem5awl8,17.44,1195867
6qZiZRJskog,11.55,100574
0KBLgJ6UCJ0,1.26,556413
amvSgaZn-CY,1.21,171254
psuNxCyO2lQ,16.5,262753
8gbTD8rJhXA,3.16,35188
jNeOIPxSq9g,1.39,1640606
wD48F5uemm4,2.15,127763
k1-fBugCTB8,nan,8764043
UotAHTL-IFk,1.32,336919
32u3exK86HE,1.4,132023
gh1IkmwL7m4,3.17,123701
RV1hmoWOA-M,11.26,638040
fSN6awtvbOc,5.43,63743
nnmSXvTWBQs,13.33,102870
SOTEc7rhYSQ,2.02,70183
AfEAVguZV08,3.13,112412
nDbOGZdyZgA,6.36,4565
_gF4fKSS7S8,12.31,115112
c9I_oTP5aMA,5.22,33154
-I_CIy3Uqx0,1.38,NA
UWh5YF0qgtk,0.39,68558
_CAbylbInZs,29.35,105486
FYnQKCTP7-E,3.03,19660
liP5GecvBQk,3.01,64083
Y6EAD-6fmjw,1.35,58127
Y1dhm1D7ync,1.19,5685
NIV-FQkIgYw,4.57,364581
xJp-0L0lNBQ,2.47,1210388
4EsPtTkwNIo,3.12,62039
1Vf_VYfJJhI,3.29,52690
SzfFzJGwwZQ,1.36,1412511
HSKOp0BAjI8,11.44,27048
0CWWNzprEQ4,2.12,927128
evDuqXTfhkA,1.53,1398396
5CM1qZ6qAi0,2.42,12215
DWZFA9y5_WY,1.43,74327
dhj9SqrIZqI,2.16,5089177
0mP501l5gGo,3.22,4781806
5rDaMAt4_tY,0.46,54482
-74-_3WSrD0,1.3,236715
Y7SicrJ-2gY,5.47,5580
2naWinUSf6w,2.59,2889146
f3SIAVoqvYY,8.31,11945
