title_length,description_length,viewCount,likeCount,dislikeCount,commentCount
13,20,203769,2292,147,33
6,24,36185,844,30,34
16,31,9765,148,28,2
18,30,96202,209,87,38
8,27,3402,31,2,0
19,24,316,7,1,0
10,27,64543,395,258,41
9,22,425158,3616,345,137
8,33,9891,248,7,43
12,26,71420,773,42,214
9,29,28653,446,39,75
10,4,26932,881,25,48
6,8,552,0,0,NA
9,28,16191,36,13,2
5,27,16,0,0,0
6,16,22501949,156591,6169,7759
6,27,2524710,76415,2984,6866
9,33,1058573,10830,970,1330
3,29,4798495,188455,6768,22933
4,4,6564036,47214,1837,1284
8,31,392541,12262,439,13986
14,26,2681369,15393,2555,505
6,23,548818,13131,746,2296
5,26,729062,28893,1401,3679
8,33,147947,1745,155,358
5,23,79494,1499,142,182
6,28,7146786,40034,5791,1332
8,28,1366850,37328,1028,3400
12,29,249998,2210,181,79
9,25,783606,12815,738,1198
3,29,5827684,195564,6733,24538
6,30,5691500,48698,3844,1055
7,24,1033952,4969,724,285
5,27,63418,372,93,29
7,23,31160,403,13,62
17,25,2308794,20257,2521,477
3,28,1276300,39270,2310,4398
8,22,597252,17608,492,1097
5,25,54012,1640,125,418
8,27,2913371,21298,2345,2802
5,22,1301123,44813,1234,3246
13,29,243855,8802,340,1095
8,26,2475147,44749,2818,4128
10,29,106480,2951,79,309
4,24,2357862,87024,3040,4766
11,23,4501600,69317,2890,8150
8,23,1189380,14644,1235,2117
12,22,339176,2035,245,254
7,26,908719,16065,1116,1202
7,29,308666,12669,397,1784
17,25,442697,7467,526,72
14,22,2036972,65323,4622,1846
6,24,894937,21599,791,2071
8,28,616093,8410,282,1139
6,30,260310,9380,262,1223
6,30,220277,4007,132,824
7,23,201383,19174,286,1453
10,26,14273,342,18,69
6,30,574054,24222,592,1706
7,28,197898,2563,129,714
10,27,182605,2085,53,112
9,35,471696,17410,857,2779
5,26,49155,615,278,274
12,28,278774,18779,218,1056
9,16,65727,1741,80,251
6,20,328340,14483,492,1804
5,23,176549,1366,207,107
12,31,155537,15366,128,833
8,23,146075,5832,605,179
4,25,365152,12118,343,1475
7,24,79327,842,88,380
5,30,370032,11097,581,1734
12,25,66547,874,25,147
12,20,44986,539,100,227
11,23,139229,2302,263,356
8,23,250455,4836,541,707
8,30,3996306,43789,6025,1224
5,21,23029110,307126,7652,16916
9,30,2849803,72037,3510,4416
16,27,653466,40993,1816,5705
6,24,98377,3727,110,849
8,26,338639,10473,491,813
9,29,29122,2975,49,287
3,25,2049399,64088,1163,8579
12,11,58239,1029,68,40
8,28,136093,5933,98,208
8,21,97619,9331,227,1020
4,25,2228316,50179,3764,6024
9,27,26394,801,105,177
20,30,305267,19165,709,1151
6,26,197552,1323,227,166
7,16,128489,1480,140,109
13,33,91353,861,109,150
4,23,910771,22187,1768,2097
7,24,10143885,79827,1423,2750
12,22,3434973,14808,803,274
4,23,9134397,71836,13775,5937
7,16,253307,2055,247,137
9,23,126651,5832,90,400
11,23,476679,17572,515,1326
4,23,1145147,28844,780,2222
15,26,817848,55244,1939,3278
13,22,915840,37312,994,6152
4,28,21188820,339492,18745,30830
8,22,183482,4013,124,841
5,30,5647812,70069,3234,4582
4,21,1827823,7567,1265,812
16,28,525961,6556,901,412
5,23,249804,8876,378,1025
19,16,329790,4775,414,126
14,29,340414,26359,381,1236
14,24,127042,7760,107,475
6,23,2296799,77264,2182,15578
11,33,596877,6210,463,1082
3,25,2043510,77212,2843,5589
8,24,1582454,57027,2184,3753
14,23,82201,4932,260,1331
15,22,210793,2194,380,386
3,29,2986181,85004,2594,14054
7,24,14757681,193877,3080,406934
6,21,1028019,22989,791,19094
9,23,90478,5787,118,306
10,27,390201,16358,676,1724
8,31,75728,1731,56,156
9,22,595099,13192,753,351
11,28,102705,2004,347,856
9,28,110950,5055,127,487
7,27,2240603,122650,4803,5699
8,11,1409365,14462,1606,1120
13,30,246158,22867,436,1738
7,26,6039820,100426,4426,15555
10,27,922275,35330,2242,2388
5,23,832920,12721,984,1189
7,24,1666603,16432,2200,585
3,29,319620,23893,618,1779
9,25,531218,4932,457,973
10,27,581352,39123,721,2564
5,20,2666155,20730,1217,1256
7,33,218496,3847,189,593
3,28,3842136,139268,5128,18806
8,21,349667,6189,220,899
8,16,498623,2648,376,86
7,28,53857,1007,40,72
6,18,167683,1684,183,152
10,21,856841,25379,1322,1069
12,29,70311,1784,59,247
14,21,747444,18247,1170,804
6,31,1064377,29064,1282,4172
12,25,393411,3111,319,1223
9,26,691629,39469,503,1250
8,16,901625,11440,1587,897
9,26,947758,34588,2860,2452
7,26,169037,8446,173,749
12,21,449849,12093,1308,1911
5,13,1877694,59632,1419,5084
15,28,336973,3822,473,302
8,24,361686,5265,261,596
6,21,2397010,68092,1569,6289
6,31,190394,6313,379,465
6,24,346669,13610,244,811
13,25,249726,2254,166,181
16,27,127328,1331,170,87
18,27,604154,44356,1764,3723
8,22,1235427,47694,1090,4738
9,24,4576647,145539,4168,2688
6,26,590966,64550,803,12230
3,24,2748357,67418,1565,9346
5,29,169397,2872,334,170
11,34,588391,38424,521,2182
13,25,309869,77916,1482,56968
20,25,1268473,63113,2089,3231
10,20,439597,5131,1129,778
9,32,2434915,61644,3443,8155
9,26,520356,4444,172,950
6,22,2272687,108509,3652,13524
10,27,562528,34291,1550,2037
13,29,797963,5609,717,253
9,21,156058,3186,48,246
6,29,102343,821,125,122
8,31,488638,4573,616,1627
5,25,18967500,260903,17150,23676
6,25,1352197,17770,1470,2001
8,27,264599,2816,276,155
17,27,460373,29865,1108,1234
20,23,52251916,154218,32221,8696
