video_id,Comments_text,duration,publishedAt,channelId,title,description,thumbnails.default.url,thumbnails.default.width,thumbnails.default.height,thumbnails.medium.url,thumbnails.medium.width,thumbnails.medium.height,thumbnails.high.url,thumbnails.high.width,thumbnails.high.height,channelTitle,liveBroadcastContent,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,month,year
3fYhojiDuAE,NaN,,2009-04-26,UCUGCfw5Kjg6xrF6XFoKw-ww,choosing the correct prints for you,To view the next video in this series click: http://www.monkeysee.com/play/10672 This video will show how to choose the correct prints.,https://i.ytimg.com/vi/3fYhojiDuAE/default.jpg,120,90,https://i.ytimg.com/vi/3fYhojiDuAE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3fYhojiDuAE/hqdefault.jpg,480,360,MonkeySee,none,887,1,0,0,0,4,2009
oJJBzCXjab0,i'd rather watch my fav YT gurus :),,2009-05-26,UCHpw8xwDNhU9gdohEcJu4aA,how to dress cardigans,"How to Dress, presented by Jess Cartner-Morley. Jess, the Guardian's fashion editor, guides you through the latest trends. This week: cardigans.",https://i.ytimg.com/vi/oJJBzCXjab0/default.jpg,120,90,https://i.ytimg.com/vi/oJJBzCXjab0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/oJJBzCXjab0/hqdefault.jpg,480,360,The Guardian,none,6999,10,22,0,1,5,2009
kcqDk0F_5CQUm," I still don't know how to wear sweater dresses...
Hangers!  Hangers!  Hangers!

Since when did Pringle start using M&S hangers?

Even QVC uses uniformly plain hangers!
She showed me 2 sweat dresses I would never wear and the one she is wearing I would wear but with a tank underneath. It's a tad bit too low cut in the front for me. No accessorizing here or shoes---I think I know what I would wear with it anyway.
telugu movie baahubali
telugu movie baahubali",,2009-11-17,UCHpw8xwDNhU9gdohEcJu4aA,how to wear sweater dresses,"Jess Cartner-Morley, the Guardian's fashion editor, guides you through how to wear a sweater dress.",https://i.ytimg.com/vi/kcqDk0F_5CQ/default.jpg,120,90,https://i.ytimg.com/vi/kcqDk0F_5CQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/kcqDk0F_5CQ/hqdefault.jpg,480,360,The Guardian,none,14167,19,11,0,5,11,2009
