channel,section,playlist,video,link,time,views,publication date,likes,dislikes,description
Apple,Discover More,Apple Music,Apple Music — Carpool Karaoke — Sheryl Crow and Dierks Bentley Preview,https://youtu.be/eCyWQEXc45g,0:32,200943, sept 2017,1963,393,"Available Tuesday 9/26. Only on Apple Music.http://apple.co/_CKGo on a star-studded, song-filled car ride in Carpool Karaoke: The Series from Apple Music. Each episode will feature celebrity pairings—from Alicia Keys and John Legend to Billy Eichner and Metallica—sharing a car, singing along to their personal playlists, and embarking on adventures."
Apple,Discover More,Apple Music,"Apple Music — Carpool Karaoke — Jessica Alba, Gwyneth Paltrow, and will.i.am Preview",https://youtu.be/kdXLXrqFwsE,0:32,266050, sept 2017,1427,465,"Available Tuesday 9/26. Only on Apple Music.http://apple.co/_CKGo on a star-studded, song-filled car ride in Carpool Karaoke: The Series from Apple Music. Each episode will feature celebrity pairings—from Alicia Keys and John Legend to Billy Eichner and Metallica—sharing a car, singing along to their personal playlists, and embarking on adventures."
Apple,Discover More,Apple Music,Apple Music — Clive Davis: The Soundtrack of Our Lives Trailer — Apple,https://youtu.be/RaYqX-0AwRw,2:11,217897, sept 2017,2473,379,"Documentarian Chris Perkel catalogues the life and successes of iconic music executive Clive Davis, from his miraculous start at Columbia Records through his trailblazing work at Arista Records and J Records, with a heavy dose of outstanding music sprinkled in between. Clive Davis: The Soundtrack of Our Lives will be available exclusively via Apple Music starting on October 3.Listen to the film's soundtrack on Apple Music: http://apple.co/CliveSoundtrackMore than mere biography, The Soundtrack of Our Lives is a guided tour of cultural revolution from the ’60s to the rise of hip- hop, led by a man who consistently caught the next wave before everyone else—if he didn’t just create the wave himself. Janis Joplin, Bruce Springsteen, Simon & Garfunkel, Santana, Miles Davis, Billy Joel, Barry Manilow, Patti Smith, The Grateful Dead, Kenny G, Aretha Franklin, Whitney Houston, Sean Combs, Alicia Keys: even a partial list does not do justice to the incredible range of performers Davis discovered, mentored, or oversaw during his career. Many of them are here, in both archival footage and contemporary interviews, to attest to Davis’s singular talent, blessed life, and how much work went into one to create the other. In Aretha’s words, Davis is “the greatest record man of all time,” and The Soundtrack of Our Lives is definitive, ceaselessly entertaining proof."
Apple,Discover More,Apple Music,Apple Music — Carpool Karaoke — Big Sean and Tracee Ellis Ross,https://youtu.be/JKgcfaf0w4o,0:32,133924,sept 2017,867,245,"Go on a star-studded, song-filled car ride in Carpool Karaoke: The Series from Apple Music. Each episode will feature celebrity pairings—from Alicia Keys and John Legend to Billy Eichner and Metallica—sharing a car, singing along to their personal playlists, and embarking on adventures.Available Tuesday 9/19. Only on Apple Music.http://apple.co/_CK"
Apple,Discover More,Apple Music,Apple Music — Carpool Karaoke — Shakira and Trevor Noah Preview,https://youtu.be/97ZQZYYiSI0,0:32,1061919,sept 2017,6099,1716,"Go on a star-studded, song-filled car ride in Carpool Karaoke: The Series from Apple Music. Each episode will feature celebrity pairings—from Alicia Keys and John Legend to Billy Eichner and Metallica—sharing a car, singing along to their personal playlists, and embarking on adventures.Available Tuesday 9/19. Only on Apple Music.http://apple.co/_CK"
Apple,Discover More,Apple Music,Apple Music — Carpool Karaoke — The Cyrus Family,https://youtu.be/y6Vznx368yw,0:32,591807, aug 2017,2197,1059,"Go on a star-studded, song-filled car ride in Carpool Karaoke: The Series from Apple Music. Each episode will feature celebrity pairings—from Alicia Keys and John Legend to Billy Eichner and Metallica—sharing a car, singing along to their personal playlists, and embarking on adventures.Available Tuesday 8/29. Only on Apple Music.http://apple.co/_CK"
Apple,Discover More,Apple Music,Apple Music — Carpool Karaoke — Michael Strahan and Jeff Gordon Preview,https://youtu.be/s2dx1_kHCmo,0:33,82041, aug 2017,518,186,"Go on a star-studded, song-filled car ride in Carpool Karaoke: The Series from Apple Music. Each episode will feature celebrity pairings—from Alicia Keys and John Legend to Billy Eichner and Metallica—sharing a car, singing along to their personal playlists, and embarking on adventures.Available Tuesday 9/5. Only on Apple Music.http://apple.co/_CK"
Apple,Discover More,Apple Music,Apple Music — Carpool Karaoke — Shaquille O’Neal and John Cena Preview,https://youtu.be/59skNrW1uIE,0:33,823360, aug 2017,5416,1124,"Go on a star-studded, song-filled car ride in Carpool Karaoke: The Series from Apple Music. Each episode will feature celebrity pairings—from Alicia Keys and John Legend to Billy Eichner and Metallica—sharing a car, singing along to their personal playlists, and embarking on adventures.Available Tuesday 9/5. Only on Apple Music.http://apple.co/_CK"
Apple,Discover More,Apple Music,Apple Music — Carpool Karaoke — Queen Latifah & Jada Pinkett Smith,https://youtu.be/8jK0LNwj1Ug,0:32,284132, aug 2017,1295,539,"Go on a star-studded, song-filled car ride in Carpool Karaoke: The Series from Apple Music. Each episode will feature celebrity pairings—from Alicia Keys and John Legend to Billy Eichner and Metallica—sharing a car, singing along to their personal playlists, and embarking on adventures.Available Tuesday 8/29. Only on Apple Music.http://apple.co/_CK"
Apple,Discover More,Apple Music,Apple Music — Carpool Karaoke — Maisie Williams and Sophie Turner Preview,https://youtu.be/MMvOPu91qE4,0:33,1034909, aug 2017,6420,1355,"Go on a star-studded, song-filled car ride in Carpool Karaoke: The Series from Apple Music. Each episode will feature celebrity pairings—from Alicia Keys and John Legend to Billy Eichner and Metallica—sharing a car, singing along to their personal playlists, and embarking on adventures.Available Tuesday 8/22. Only on Apple Music.http://apple.co/_CK"
Apple,Discover More,Apple Music,Apple Music — Carpool Karaoke — Ariana Grande and Seth MacFarlane,https://youtu.be/Ez8tOKF0rSw,0:33,1953406, aug 2017,7986,3072,"Go on a star-studded, song-filled car ride in Carpool Karaoke: The Series from Apple Music. Each episode will feature celebrity pairings—from Alicia Keys and John Legend to Billy Eichner and Metallica—sharing a car, singing along to their personal playlists, and embarking on adventures.Available Tuesday 8/22. Only on Apple Music.http://apple.co/_CK"
Apple,Discover More,Apple Music,Apple Music — Carpool Karaoke — Alicia Keys and John Legend Preview,https://youtu.be/qElbXtSfWsI,0:33,366384,aug 2017,1810,511,"Go on a star-studded, song-filled car ride in Carpool Karaoke: The Series from Apple Music. Each episode will feature celebrity pairings—from Alicia Keys and John Legend to Billy Eichner and Metallica—sharing a car, singing along to their personal playlists, and embarking on adventures.New episodes every Tuesday. Only on Apple Music.http://applemusic.com/carpoolkaraoke"
Apple,Discover More,Apple Music,Apple Music — Carpool Karaoke — Metallica and Billy Eichner Preview,https://youtu.be/TSixBCCzIMo,0:33,314190,aug 2017,1168,245,"Go on a star-studded, song-filled car ride in Carpool Karaoke: The Series from Apple Music. Each episode will feature celebrity pairings—from Alicia Keys and John Legend to Billy Eichner and Metallica—sharing a car, singing along to their personal playlists, and embarking on adventures.New episodes every Tuesday. Only on Apple Music.http://applemusic.com/carpoolkaraoke"
Apple,Discover More,Apple Music,Apple Music — Carpool Karaoke — Will Smith and James Corden Preview,https://youtu.be/kVi40pBGqjk,0:33,555006,aug 2017,2829,708,"Go on a star-studded, song-filled car ride in Carpool Karaoke: The Series from Apple Music. Each episode will feature celebrity pairings—from Alicia Keys and John Legend to Billy Eichner and Metallica—sharing a car, singing along to their personal playlists, and embarking on adventures.Carpool Karaoke will premiere exclusively via Apple Music on August 8 with new episodes dropping every Tuesday."
Apple,Discover More,Apple Music,Apple Music — Carpool Karaoke — On the Road Again,https://youtu.be/VyVt7tzT4Co,1:02,2044495, juuli 2017,12 037,3025,"Go on a star-studded, song-filled car ride in the Apple Music original Carpool Karaoke.  Based on the segment that became a viral sensation on The Late Late Show with James Corden, each episode will feature celebrity pairings—from Alicia Keys and John Legend to Billy Eichner and Metallica—sharing a car, singing along to their personal playlists, and embarking on adventures.Carpool Karaoke will premiere exclusively via Apple Music on August 8.New episodes Tuesdays."
Apple,Discover More,Apple Music,YouTube,https://www.youtube.com//watch?v=drjaLcJt7AY&list=PLHFlHpPjgk70oyFU2DHn0mqXZxqUxySsb&index=42&t=0s,1:33,,,,,
Apple,Discover More,Apple Music,Apple Music — Planet of the Apps Trailer — Apple,https://youtu.be/BDEvJXpjQHM,1:01,167009,juuni 2017,2347,337,"Apple Music presents Planet of the Apps, a groundbreaking new series that gives aspiring app creators the opportunity of a lifetime to work with entrepreneur advisors Jessica Alba, Gwyneth Paltrow, Gary Vaynerchuk, and Will.i.am. Under the close guidance of one advisor mentor, each concept goes through an intense incubation period—all in preparation for a real-life, high-stakes pitch to Lightspeed Venture Partners. Will they get funding or will they flounder? Everything is on the line for these app creators and their million dollar ideas. New episodes every Tuesday only on Apple Music."
Apple,Discover More,Apple Music,Apple Music — Can’t Stop Won’t Stop: A Bad Boy Story — Trailer,https://youtu.be/c2r0bJBFdno,1:28,114948, mai 2017,2331,267,"Can’t Stop Won’t Stop: A Bad Boy Story, produced by Sean “Diddy” Combs, and Heather Parry, alongside executive producers Michael Rapino, Andre Harrell and Alex Avant, explores the passion and personalities of Bad Boy and will be released June 25 on Apple Music."
Apple,Discover More,Apple Music,Apple Music Presents – Harry Styles: Behind the Album – Apple,https://youtu.be/3QRpkYlk-SM,0:31,234891,mai 2017,8073,125,"Apple Music Presents: Behind the Album, a new film from production company Fulwell 73, chronicles Harry’s musical journey while creating his much anticipated debut solo album. The film features exclusive interviews and behind the scenes footage shot in Jamaica, Los Angeles and London during the making of the album and is complemented by Harry and his band performing songs from it for the first time at the world famous Abbey Road Studios in London. Coming soon. http://apple.co/HarryStyles"
Apple,Discover More,Apple Music,Apple Music — Carpool Karaoke: The Series — Trailer,https://youtu.be/KSvOwwDexts,2:39,2418837, veebr 2017,18 951,3452,"Based on the segment that has become a global, viral video sensation on The Late Late Show with James Corden, the new CARPOOL KARAOKE series features 16 celebrity pairings riding along in a car together as they sing tunes from their personal playlists and surprise fans who don’t expect to see big stars belting out tunes one lane over. New series coming soon, only on Apple Music. http://apple.co/carpoolkaraoke Featuring James Corden, Will Smith, Billy Eichner, Metallica, Alicia Keys, John Legend, Ariana Grande, Seth MacFarlane, Chelsea Handler, Blake Shelton, Michael Strahan, John Cena, Shaquille O’Neal, and many more. CARPOOL KARAOKE is produced by CBS Television Studios and Fulwell 73. James Corden and Ben Winston serve as co-creators and executive producers along with executive producer and showrunner Eric Pankowski."
Apple,Discover More,Apple Music,"Apple Music — Planet of the Apps — New Series, Coming Soon",https://youtu.be/0RInsFIWl-Q,2:18,587897, veebr 2017,5960,3729,"Planet of the Apps celebrates the world of apps and the talented people who create them. Hosted by Zane Lowe and featuring advisers Jessica Alba, Gwyneth Paltrow, Gary Vaynerchuk and will.i.am, the series highlights developers who have the vision to shape the future, solve real problems, and inspire change within our daily lives.Coming soon to Apple Music. http://apple.com/music Planet of the Apps is co-produced by Propagate and Apple."
Apple,Discover More,Apple Music,Apple Music — Carpool Karaoke: The Series — Coming Soon,https://youtu.be/n2fipKCrV3I,1:01,1874593, veebr 2017,8689,825,"Based on the segment that has become a global, viral video sensation on The Late Late Show with James Corden, the new CARPOOL KARAOKE series features 16 celebrity pairings riding along in a car together as they sing tunes from their personal playlists and surprise fans who don’t expect to see big stars belting out tunes one lane over. New series coming soon, only on Apple Music. http://applemusic.com/carpool Featuring James Corden, Will Smith, Billy Eichner, Metallica, Alicia Keys, John Legend, Ariana Grande, Seth MacFarlane, Chelsea Handler, Blake Shelton, Michael Strahan, John Cena, Shaquille O’Neal, and many more. CARPOOL KARAOKE is produced by CBS Television Studios and Fulwell 73. James Corden and Ben Winston serve as co-creators and executive producers along with executive producer and showrunner Eric Pankowski"
Apple,Discover More,Apple Music,Apple Music – Best of 2016,https://youtu.be/8lspg7nMpdc,0:54,387381,jaan 2017,6065,374,"Find out which apps, songs, movies, TV shows, books, and podcasts made our year.AppleMusic.com/BestOf2016AppStore.com/BestOf2016iTunes.com/BestMovies2016iTunes.com/BestTV2016 iTunes.com/BestPodcasts2016apple.co/BestBooks2016apple.co/BestOfBeats1"
Apple,Discover More,Apple Music,Explore the All-New Apple Music,https://youtu.be/P25v--BKEXQ,1:22,504913, okt 2016,8860,1001,"Listen anywhere—even offline. Over 40 million songs. Thousands of handpicked playlists. Exclusive music and video premieres. Shows from the best artists and DJs on Beats 1, radio live or on demand, and more. Try it free."
Apple,Discover More,Apple Music,Apple Music – Taylor vs. Treadmill,https://youtu.be/egHjkeiqjrA,1:01,11050062, nov 2016,144 352,23 665,"Distractingly good. Apple Music.Join now, cancel anytime: http://apple.co/AMSubscribeOffer differs for residents of Ireland, Hong Kong, and The Netherlands. Visit your country’s Apple web site for more information."
Apple,Discover More,Apple Music,Apple Music – Drake vs. Bench Press,https://youtu.be/86D7AGm5sHk,1:01,7556206, nov 2016,136 258,14 507,"Distractingly good. Apple Music.Join now, cancel anytime: http://apple.co/AMSubscribe"
