title_length,description_length,viewCount,likeCount,dislikeCount,commentCount
6,8,14,0,0,0
10,22,581,15,0,7
6,24,5,0,0,0
3,36,4,0,0,0
9,32,90,4,0,0
12,34,83357,366,17,182
11,0,3,1,0,0
12,0,9,0,0,0
3,0,1,0,0,0
2,26,2,0,0,0
3,6,6,3,0,0
14,23,29,5,0,2
8,26,49956,NA,NA,50
15,22,703070,14328,531,386
10,29,164052,981,14,614
19,29,32352,1304,65,178
7,29,2099,6,17,10
4,70,1,0,0,0
11,31,1735537,8998,702,719
8,35,230384,2873,353,549
18,23,9327,311,11,50
9,24,2811275,20108,1204,1247
5,32,1442806,38090,1684,1968
8,30,2045647,31536,1049,3056
8,24,123843,3049,311,444
8,25,30051795,303414,9343,10625
10,28,75622,622,42,72
2,18,2990878,135257,1124,4781
7,27,1069448,20657,918,1597
8,26,1521674,26377,1760,4750
7,30,1064548,16698,1323,1989
3,35,1074524,11034,5604,2090
5,27,4845327,90466,17629,9867
9,24,736449,3118,702,156
9,29,1485346,3643,597,NA
11,12,54,1,0,0
8,21,142239,6158,143,655
11,29,15790692,33612,5596,696
6,27,1825053,49015,2892,1509
16,26,3374146,64185,1956,11623
7,32,72835,1121,79,517
12,32,57,17,1,25
3,29,68993,764,1559,410
16,30,21452879,474070,9368,14130
9,25,223522,4414,115,720
6,25,52428,493,142,127
11,16,25077887,301904,8484,9047
11,27,1226309,17656,1225,2644
7,16,286603,1844,105,395
7,30,1140207,21260,1063,3073
6,26,3885443,117357,6671,7402
11,23,1007026,26629,398,1010
13,34,155978,1220,136,132
12,26,1043375,5647,230,208
11,29,4185390,10070,4374,247
12,24,195964,2104,36,275
11,25,395818,2070,165,144
7,24,676116,13928,392,635
10,25,1329824,13865,10865,15377
14,27,680883,4593,315,519
4,29,277447,7860,1037,1839
12,30,139218,2919,90,1052
10,21,33480,573,104,46
10,26,4581488,70054,1950,3467
6,28,186765,4502,717,294
7,30,239375,4082,226,843
7,20,719354,6402,271,381
11,32,435319,30957,511,4339
8,23,186711,7587,143,679
14,34,626387,8095,263,479
15,25,2697647,16414,1463,1496
8,26,306371,6888,535,2268
5,29,208019,4236,278,614
9,15,528058,1928,80,828
9,25,43160666,97776,25662,1590
7,29,143744,3415,50,261
19,32,2123106,2625,390,52
11,30,471349,4633,218,319
9,20,77620,278,118,94
16,27,194192,5494,95,735
9,30,165582,2154,142,768
20,22,154455,3401,112,873
4,21,18770365,59740,5562,2877
3,28,739212,14343,821,3051
6,29,17994,69,37,20
10,28,169962,2904,92,910
13,30,5398169,10468,2420,448
10,19,9386020,90388,3664,2728
15,26,537528,10791,263,1747
14,25,206002,1612,166,379
11,24,33153,366,22,208
19,31,3101639,41294,773,5783
8,23,49124,281,45,70
6,24,17767471,49990,15104,394
8,32,45777,734,28,29
11,29,34308,355,63,59
6,26,122144,968,44,38
5,22,235835,1553,922,693
5,23,322724,6714,220,613
13,32,175360,2394,246,301
11,33,22198,429,28,88
7,33,80296,1037,218,150
12,28,255915,3934,152,660
13,32,95528,1254,309,6
4,21,101019,787,1240,453
13,22,1989254,19928,2196,1417
11,28,227454,3512,164,280
11,22,76886,671,19,185
13,25,7912371,359618,24337,9709
11,26,89535,1006,117,450
5,35,2046594,7091,1446,1075
