title_length,description_length,viewCount,likeCount,dislikeCount,commentCount
13,31,3896,95,2,17
4,19,436,1,2,0
13,27,287,13,0,19
10,24,13083,1,0,0
13,26,747099,13947,903,979
84,124,700092,22,1,3
64,180,54839,13,2,0
10,0,85372,701,36,1
7,3,1071,28,1,0
12,12,95847,2086,61,93
14,30,34925,498,36,18
9,0,1254,123,9,36
5,11,55,1,0,0
15,22,426132,8526,360,2317
33,0,441,NA,NA,5
4,28,12287,569,20,100
3,33,9658,434,13,79
9,24,129,19,0,44
10,6,649,46,1,2
15,0,620,22,1,4
13,6,1036,95,3,6
21,25,56,7,1,5
8,22,25994,209,8,3
4,91,487,98,0,7
5,7,49,1,0,0
3,13,1661,45,1,0
5,13,3609,92,0,0
4,13,1492,54,0,0
5,13,1235,52,0,0
5,11,1284,47,0,0
6,28,184,21,0,16
5,11,1019,29,1,0
8,19,1371396,7120,484,209
8,13,1198,58,1,0
8,22,160277,1269,75,24
7,29,2,0,0,0
5,16,12872,615,35,76
4,33,1,0,0,0
7,4,22,3,0,1
8,23,287089,4825,133,232
11,27,51,5,0,2
10,29,13,1,0,0
9,27,1016143,11345,358,1131
6,1,245,3,1,0
9,17,1334723,62299,715,1143
2,24,3,0,0,0
8,0,92,3,0,0
9,23,1441769,12801,523,231
2,2,0,0,0,0
2,29,9,0,0,0
5,6,74,0,0,0
2,29,6,0,0,0
9,32,9,1,0,1
2,29,7,0,0,0
14,24,6,1,0,0
4,0,569,8,0,1
13,12,0,0,0,0
16,15,0,0,0,0
8,22,645292,4089,310,64
14,13,0,0,0,0
13,25,0,1,0,0
9,9,0,0,0,0
5,2,22,0,0,0
5,9,108,2,0,0
7,7,0,0,0,0
10,9,0,0,0,0
7,7,0,0,0,0
5,27,1291063,64705,706,2396
6,6,27,1,0,0
8,30,15,0,0,0
3,32,7,1,0,0
9,20,800390,23146,1201,2274
12,10,20,0,0,0
6,6,153,4,0,0
8,0,140,13,0,3
6,31,22,1,0,0
6,32,16,1,0,0
16,23,2976815,22565,1158,0
5,28,66441,521,69,1
4,11,51,0,0,0
5,0,2343,9,1,0
