title_length,description_length,viewCount,likeCount,dislikeCount,commentCount
9,21,183686,4257,125,190
7,19,3363050,8734,3170,NA
19,27,641560,6675,476,207
15,22,18386,33,7,0
15,22,38065,90,11,9
10,25,5181215,3873,709,415
4,28,123350,147,39,11
14,27,9057,21,9,0
18,28,17224,81,5,3
17,26,52514,127,15,21
11,30,695385,8212,954,164
6,20,15066643,81981,4409,10652
3,32,17683551,122344,4345,3705
12,12,25099158,269642,13220,5370
2,29,2139278,3629,1580,0
13,25,9578317,73586,21842,NA
25,24,71601961,189122,42729,3942
5,26,11679015,NA,NA,NA
12,22,6364986,21247,8572,279
6,25,82868234,401563,47659,13882
11,29,101155317,416458,82118,44530
11,29,255925,2930,780,115
11,29,1505369,10935,3544,357
19,28,186595,2928,128,159
5,31,14314880,172014,9449,5108
11,29,470036,5095,1220,152
6,24,221610205,708059,315923,NA
14,30,299572,3293,249,127
11,29,5710594,44024,8926,881
13,17,60926,679,145,6
9,30,108694349,729261,127257,NA
16,68,272762671,518523,221816,8364
11,31,6400,635,7,38
12,22,77331333,NA,NA,NA
8,30,2951784,95239,3392,NA
7,22,5025340,192136,4633,15990
4,29,15086523,57055,36752,294
11,29,1040000,8788,2209,195
8,25,21457262,110561,15921,1825
12,20,225108908,812544,120420,25367
3,29,14291678,234116,10854,4857
6,24,45774794,285710,13908,5379
8,32,53667794,133289,32256,3797
11,27,437428,2333,1008,60
11,29,520051,5156,1102,146
6,22,59240437,209288,79221,NA
32,55,36687,5232,15,547
11,30,647172,5927,1192,145
11,29,4446682,34646,6840,656
5,25,574507,61994,399,6747
15,26,16717636,245860,7352,10052
21,27,982936,8321,750,342
6,28,9680180,103844,5351,2289
6,25,7515289,33095,13230,NA
11,30,29905731,87653,14283,7277
3,20,45848294,899769,18046,198308
9,36,147564249,1239327,92015,32781
11,31,32284335,181528,105210,NA
11,29,1130110,9512,2125,196
11,19,2440715,9960,3685,NA
57,68,41104113,136175,94345,375
3,12,9397336,258276,12154,7347
9,31,5999265,97035,2185,6396
13,27,5193526,31530,6378,2731
4,31,570654,35919,238,893
11,29,4478507,45846,8155,783
7,32,794075,23720,460,1547
7,26,198660,11820,1307,1032
12,19,15559754,53798,27412,1486
8,26,99604108,337247,142950,NA
4,12,1849440,52079,1919,1566
3,3,1372765,41497,1174,1292
7,34,480922,13802,338,1035
4,28,320500,25297,77,1406
6,31,141645,4781,106,272
11,29,1421600,13079,2052,293
12,22,69731,4700,84,128
33,126,480264,10453,204,599
4,34,1871698,122749,1188,6140
13,24,16863,166,15,27
12,22,13720431,118388,6450,NA
3,10,2643541,92219,2019,3950
11,30,81266982,282037,39365,18564
11,24,7574663,30742,20388,NA
10,25,264095,14892,145,380
4,8,35848250,1164509,44540,31036
7,22,389011888,742704,282463,10497
5,24,17102,920,39,111
11,37,229129,10759,136,639
8,25,14831518,146178,6307,6973
6,25,84239,854,99,61
11,31,193276,8339,183,354
3,23,7371754,302150,3795,8129
3,27,1062415,39743,990,1491
19,35,223642,6159,276,332
75,75,1670778,8775,2730,203
4,12,982852,65376,594,3995
11,29,1195186,12633,1886,224
4,22,16773999,137183,357891,107804
18,29,14478,679,12,98
13,19,1831398,11973,2156,302
8,24,419370166,1603069,733652,NA
3,29,8884735,410853,5486,12812
12,20,38403,1511,44,110
6,25,8799789,62422,172602,51159
16,23,194659,1176,577,NA
8,27,146895146,422834,180499,NA
6,25,1861128,14308,22787,5470
4,27,82994267,254481,37056,6678
14,28,2189502,21518,744,5113
8,29,1510150,34506,1475,3929
7,39,4044995,61530,2503,2527
11,30,5378092,73367,5674,5339
3,28,9355967,14571,19854,6411
10,27,17840,948,11,377
3,9,973683,39632,850,2276
12,27,17338,816,40,59
4,32,453753,28725,155,1415
20,29,82147883,270407,80734,36
51,96,21399,533,14,49
32,118,15329,702,3,56
16,31,11330998,69025,39611,NA
10,28,5090893,149782,2801,11432
9,19,266479,21368,89,1621
14,34,11649209,398538,8674,5010
10,31,50087578,1181585,30237,63662
6,27,73226,5430,72,646
8,20,907519,21764,796,4161
12,23,29963282,1026170,10711,58066
8,23,181873,13677,150,218
17,26,5901532,96551,5677,1887
14,24,34289841,1103132,11368,22432
7,26,251625,23559,86,654
4,18,73920,10429,55,408
34,29,312914,14250,478,2652
25,21,263417,4294,222,98
13,32,181286,7090,1637,1338
5,24,214705,4883,68,103
7,27,1226644,51378,685,3268
8,24,16368,717,18,156
10,24,23522844,75754,7823,9157
6,29,8456045,83479,3174,15045
5,25,48568501,2032277,21584,67514
8,25,178253,3030,153,405
8,34,4949211,60331,1969,2939
9,28,81719,13647,45,647
8,25,18511,350,22,27
