channel,section,playlist,video,link,time,views,publication date,likes,dislikes,description
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,4: CS22- Recursion,Recursion 8 | Maze,https://youtu.be/TB1p93msBFQ,14:55,1385, apr 2015,7,1,"Recursion used to solve a mazeThese videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" at ebook:  https://goo.gl/1GJCgtVideo course: https://teklern.blogspot.com/p/blog-p...Code for course: https://github.com/gerryjenkinslb/cs2...Images of the ebook and code here are attributed to the book ""Problem Solving with Algorithms and Data Structures using Python"" by the Authors Bradley N. Miller and David Ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)  License link: https://goo.gl/m2m1ww"
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,4: CS22- Recursion,Recursion 9  | Min Coins - Dynamic Programming 1,https://youtu.be/Rl8P9SJptQM,12:01,8486,mai 2015,44,1,"subscribe: https://goo.gl/ZgZrZ5Picking the Minimum Coins to make change and how Dynamic Programming is the best solution for this problem. Errata: text on screen at (1:25) should be = 63 not = 68Please subscribe to my channel before I lose funding.This is part of my video course: https://goo.gl/ghFZarCode/Slides link: https://goo.gl/ZNGPMUThese videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" atebook:  https://goo.gl/1GJCgtimages of the ebook and some code from the book are attributed to this book by the Authors Bradley N. Miller and David ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)License link: https://goo.gl/m2m1wwSuggestions for new content box: https://teklern.blogspot.com/p/loadin..."
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,4: CS22- Recursion,Recursion 10 | Min Coin - Dynamic Programming 2,https://youtu.be/3FMuZEtOvsg,10:17,2749,mai 2015,27,0,"Recursion and and Minimum coin problem continued. The cache & the dynamic programming solutions. from ebook:  https://goo.gl/1GJCgtThis is part of my video course: https://goo.gl/ghFZarCode/Slides link: https://goo.gl/ZNGPMUThese videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" atebook:  https://goo.gl/1GJCgtimages of the ebook and some code from the book are attributed to this book by the Authors Bradley N. Miller and David Ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)License link: https://goo.gl/m2m1ww"
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,5: CS22 - Search/Sort,Search/Sort 1 | Sequential and binary Search 1,https://youtu.be/c44forbBqM0,10:27,376,mai 2015,3,0,"How to do Sequential and Binary search algorithm. These videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" atebook:  https://goo.gl/1GJCgtimages of the ebook and some code from the book are attributed to this book by the Authors Bradley N. Miller and David ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)License link: https://goo.gl/m2m1ww"
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,5: CS22 - Search/Sort,Search:Sort 2 | Sequential and binary Search 2,https://youtu.be/QFdNHiUvf6o,8:38,246,mai 2015,2,0,"Sequential and binary search algorithms in python, implementation and analysis. These videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" atebook:  https://goo.gl/1GJCgtimages of the ebook and some code from the book are attributed to this book by the Authors Bradley N. Miller and David ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)License link: https://goo.gl/m2m1ww"
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,5: CS22 - Search/Sort,Search/Sort 3 | Hash tables 1,https://youtu.be/HPN-jNnQ3zs,13:35,1274,mai 2015,4,1,"Using a hash table for very fast searchingThis is part of my video course: https://goo.gl/ghFZarCode/Slides link: https://goo.gl/ZNGPMUThese videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" atebook:  https://goo.gl/1GJCgtimages of the ebook and some code from the book are attributed to this book by the Authors Bradley N. Miller and David ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)License link: https://goo.gl/m2m1ww"
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,5: CS22 - Search/Sort,YouTube,https://www.youtube.com//watch?v=e0jHauHRmKc&list=PLtbC5OfOR8aryMF-yGBH6UjMmcfuBIvVd&index=5&t=0s,12:38,,,,,
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,5: CS22 - Search/Sort,Search/Sort 5 | Hash tables 3,https://youtu.be/IoaCqPi7uYs,11:39,235, mai 2015,3,0,"Last section of hash table with the MAP ADT and a discussion of performance These videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" atebook:  https://goo.gl/1GJCgtimages of the ebook and some code from the book are attributed to this book by the Authors Bradley N. Miller and David ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)License link: https://goo.gl/m2m1ww"
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,5: CS22 - Search/Sort,Search/Sort 6 | bubble sort,https://youtu.be/0nE_Zy5lBpk,5:17,78, sept 2017,0,0,"bubble sortThese videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" atebook:  https://goo.gl/1GJCgtImages of the ebook and some code from the book are attributed to this book by the Authors Bradley N. Miller and David Ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)License link: https://goo.gl/m2m1ww"
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,5: CS22 - Search/Sort,Search/Sort 7 | selection sort,https://youtu.be/pTZA3CsluFk,3:36,50, sept 2017,0,0,"About insertion sort algorithm in pythonThese videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" atebook:  https://goo.gl/1GJCgtImages of the ebook and some code from the book are attributed to this book by the Authors Bradley N. Miller and David Ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)License link: https://goo.gl/m2m1ww"
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,5: CS22 - Search/Sort,Search/Sort 8 | insertion sort,https://youtu.be/wTPlGyRRx2M,5:08,99,okt 2017,0,0,"About insertion sort algorithm in pythonThese videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" atebook:  https://goo.gl/1GJCgtImages of the ebook and some code from the book are attributed to this book by the Authors Bradley N. Miller and David Ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)License link: https://goo.gl/m2m1ww"
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,5: CS22 - Search/Sort,Search/Sort 9 | shell sort,https://youtu.be/E1VDxCcLh4E,3:46,43, sept 2017,0,0,"The Shell sort algorithmThese videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" atebook:  https://goo.gl/1GJCgtImages of the ebook and some code from the book are attributed to this book by the Authors Bradley N. Miller and David Ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)License link: https://goo.gl/m2m1ww"
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,5: CS22 - Search/Sort,Search/Sort 10 | merge sort,https://youtu.be/MZru28DO1IE,4:43,99, sept 2017,1,0,"Merge sort algorithm in pythonThese videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" atebook:  https://goo.gl/1GJCgtImages of the ebook and some code from the book are attributed to this book by the Authors Bradley N. Miller and David Ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)License link: https://goo.gl/m2m1ww"
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,5: CS22 - Search/Sort,Search/Sort 11 | quick sort,https://youtu.be/J7-NGLLBvo0,8:04,91, sept 2017,0,0,"Quick sort algorithm in pythonThese videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" atebook:  https://goo.gl/1GJCgtImages of the ebook and some code from the book are attributed to this book by the Authors Bradley N. Miller and David Ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)License link: https://goo.gl/m2m1ww"
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,6: CS22 - Trees,Trees 1 | Introduction and definitions,https://youtu.be/EuHuhE9tDx4,13:00,316, sept 2017,4,0,"Introduction to Tree data structures, and definitions of terminology we will be using. These videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" atebook:  https://goo.gl/1GJCgtimages of the ebook and some code from the book are attributed to this book by the Authors Bradley N. Miller and David ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)License link: https://goo.gl/m2m1ww"
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,6: CS22 - Trees,Trees 2 | Tree Code Implementations,https://youtu.be/DRqYykf-LfI,14:16,340, sept 2017,3,0,"Binary Tree implementation using a python list and using a linked node structure This is part of my video course: https://goo.gl/ghFZarCode/Slides link: https://goo.gl/ZNGPMUThese videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" atebook:  https://goo.gl/1GJCgtimages of the ebook and some code from the book are attributed to this book by the Authors Bradley N. Miller and David ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)"
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,6: CS22 - Trees,Trees 3 | parse code 1,https://youtu.be/TastAWp8eIE,6:11,2504, mai 2015,17,0,"Building a parse tree with our tree ADT. These videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" atebook:  https://goo.gl/1GJCgtimages of the ebook and some code from the book are attributed to this book by the Authors Bradley N. Miller and David ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)License link: https://goo.gl/m2m1ww These videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" atebook:  https://goo.gl/1GJCgtimages of the ebook and some code from the book are attributed to this book by the Authors Bradley N. Miller and David ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)License link: https://goo.gl/m2m1ww"
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,6: CS22 - Trees,Trees 4 | parse code 2,https://youtu.be/dj_ga1wZEgU,6:13,494, mai 2015,2,0,"Code for parse tree building and evaluation These videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" atebook:  https://goo.gl/1GJCgtimages of the ebook and some code from the book are attributed to this book by the Authors Bradley N. Miller and David ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)License link: https://goo.gl/m2m1ww"
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,6: CS22 - Trees,YouTube,https://www.youtube.com//watch?v=5xy7TKZQL1U&list=PLtbC5OfOR8apvr9bjZsO_euhdPFpM4eK3&index=6&t=0s,6:46,,,,,
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,6: CS22 - Trees,Trees 6 | Traverse Tree 2,https://youtu.be/elH9qqB52m8,7:12,97, mai 2015,0,0,"The tree ways of traversing a tree structure. These videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" atebook:  https://goo.gl/1GJCgtimages of the ebook and some code from the book are attributed to this book by the Authors Bradley N. Miller and David ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)License link: https://goo.gl/m2m1ww"
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,6: CS22 - Trees,Trees 7 | Priority Queue - Binary Heap 1,https://youtu.be/GXq4sV-eo3g,5:19,518, mai 2015,5,0,"What is a Priority Queue. What is a Binary Heap data structure. These videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" atebook:  https://goo.gl/1GJCgtimages of the ebook and some code from the book are attributed to this book by the Authors Bradley N. Miller and David ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)License link: https://goo.gl/m2m1ww"
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,6: CS22 - Trees,Trees 8 | Priority Queue - Binary Heap 2,https://youtu.be/2q1Iaa-P2-o,5:06,963, mai 2015,3,0,"What is a Priority Queue. What is a Binary Heap data structure. This is part of my video course: https://goo.gl/ghFZarCode/Slides link: https://goo.gl/ZNGPMUThese videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" atebook:  https://goo.gl/1GJCgtimages of the ebook and some code from the book are attributed to this book by the Authors Bradley N. Miller and David ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)License link: https://goo.gl/m2m1ww"
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,6: CS22 - Trees,Trees 9 | Priority Queue - Binary Heap 3,https://youtu.be/1vxwC-bIn18,7:21,847, mai 2015,4,0,"What is a Priority Queue. What is a Binary Heap data structure. These videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" atebook:  https://goo.gl/1GJCgtimages of the ebook and some code from the book are attributed to this book by the Authors Bradley N. Miller and David ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)License link: https://goo.gl/m2m1ww"
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,6: CS22 - Trees,Trees 10 | Priority Queue - Binary Heap 4,https://youtu.be/AwfC6Jo_07o,6:33,510, mai 2015,5,0,"What is a Priority Queue. What is a Binary Heap data structure. This is part of my video course: https://goo.gl/ghFZarCode/Slides link: https://goo.gl/ZNGPMUThese videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" atebook:  https://goo.gl/1GJCgtimages of the ebook and some code from the book are attributed to this book by the Authors Bradley N. Miller and David ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)License link: https://goo.gl/m2m1ww"
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,6: CS22 - Trees,Trees 11 | Binary Search Trees 1,https://youtu.be/bkF7JWiJ7Ns,6:20,83, jaan 2018,1,0,Introduction to using Binary Search Trees to provide a key/value Map Abstract Data Type
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,6: CS22 - Trees,Trees 12 | Binary Search Trees 2,https://youtu.be/-tCaFKn7Kig,4:56,54, jaan 2018,0,0,start of coding for a Binary Search Tree in Python
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,6: CS22 - Trees,Trees 13 | Binary Search Trees 3,https://youtu.be/zSxpj4o9VkM,6:59,53, jaan 2018,1,0,"The put method of a binary search treeVideo Course link: https://goo.gl/ghFZarCode/Slides link: https://goo.gl/ZNGPMUThese videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" atebook:  https://goo.gl/1GJCgtimages of the ebook and some code from the book are attributed to this book by the Authors Bradley N. Miller and David ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)License link: https://goo.gl/m2m1ww"
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,6: CS22 - Trees,Trees 14 | Binary Search Tree 4,https://youtu.be/mJTCLJOMw80,5:17,40, jaan 2018,0,0,"BST Get and the first part of deleting a key/valueVideo Course link: https://goo.gl/ghFZarCode/Slides link: https://goo.gl/ZNGPMUThese videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" atebook:  https://goo.gl/1GJCgtimages of the ebook and some code from the book are attributed to this book by the Authors Bradley N. Miller and David Ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)License link: https://goo.gl/m2m1ww"
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,6: CS22 - Trees,Trees 15 | Binary Search Tree 5,https://youtu.be/PBirOnqte8c,7:52,41, jaan 2018,0,0,"Binary Search Tree Delete case where node to be deleted has one childVideo Course link: https://goo.gl/ghFZarCode/Slides link: https://goo.gl/ZNGPMUThese videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" atebook:  https://goo.gl/1GJCgtimages of the ebook and some code from the book are attributed to this book by the Authors Bradley N. Miller and David ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)License link: https://goo.gl/m2m1ww"
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,6: CS22 - Trees,Trees 16 | Binary Search Trees 6,https://youtu.be/XTvEHBl-9-I,5:41,49, jaan 2018,0,0,Continue to cover BST with how we delete a node with two children
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,6: CS22 - Trees,Trees 17 | Binary Search Trees 7,https://youtu.be/iPrJ3bMzlzQ,8:15,37, jaan 2018,0,0,"More on deletions and the iteration over a BSTThese videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" atebook:  https://goo.gl/1GJCgtimages of the ebook and some code from the book are attributed to this book by the Authors Bradley N. Miller and David ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)License link: https://goo.gl/m2m1ww"
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,6: CS22 - Trees,Trees 18 | AVL Trees 1,https://youtu.be/dwcAm80mZoc,5:39,85, jaan 2018,1,0,"Analysis on BST and introduction to AVL TreesVideo Course link: https://goo.gl/ghFZarCode/Slides link: https://goo.gl/ZNGPMUThese videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" atebook:  https://goo.gl/1GJCgtimages of the ebook and some code from the book are attributed to this book by the Authors Bradley N. Miller and David ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)License link: https://goo.gl/m2m1ww"
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,6: CS22 - Trees,Trees 19 | AVL Trees 2,https://youtu.be/VJ6SwyG0qfM,8:04,70, jaan 2018,1,0,"delete balancing though rotationVideo Course link: https://goo.gl/ghFZarCode/Slides link: https://goo.gl/ZNGPMUThese videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" atebook:  https://goo.gl/1GJCgtimages of the ebook and some code from the book are attributed to this book by the Authors Bradley N. Miller and David ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)License link: https://goo.gl/m2m1ww"
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,6: CS22 - Trees,Trees 20 | AVL Trees 3,https://youtu.be/gAVu38oNdMU,6:18,58, jaan 2018,0,0,delete rotate cases and calculating new balance
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,7: CS22 - Graphs,Graphs 1 | Intro and Terms,https://youtu.be/360D2vguaEA,6:42,377,apr 2018,2,0,"Introduction to the Graphs Chapter. What are they and what do you use them for. The official Terminology of Graphs.These videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" at ebook:  https://goo.gl/1GJCgtVideo course: https://teklern.blogspot.com/p/blog-p...Code for course: https://github.com/gerryjenkinslb/cs2...Images of the ebook and code here are attributed to the book ""Problem Solving with Algorithms and Data Structures using Python"" by the Authors Bradley N. Miller and David Ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)  License link: https://goo.gl/m2m1ww"
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,7: CS22 - Graphs,Graphs 2 | Math and ADT,https://youtu.be/7WKvsrOpkbE,4:58,134, apr 2018,3,0,"Formal Graph Math definition and our new Abstract Data TypePlease subscribe at: https://goo.gl/ZgZrZ5These videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" at ebook:  https://goo.gl/1GJCgtVideo course: https://teklern.blogspot.com/p/blog-p...Code for course: https://github.com/gerryjenkinslb/cs2...Images of the ebook and code here are attributed to the book ""Problem Solving with Algorithms and Data Structures using Python"" by the Authors Bradley N. Miller and David Ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)  License link: https://goo.gl/m2m1ww"
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,7: CS22 - Graphs,Graphs 3 | Implementation choices,https://youtu.be/L5PBt6guihI,7:36,159, apr 2018,2,0,"Covers Matrix and Adjacent List implementation approaches to the Graph Abstract Data Type.Please subscribe at: https://goo.gl/ZgZrZ5These videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" at ebook:  https://goo.gl/1GJCgtVideo course: https://teklern.blogspot.com/p/blog-p...Code for course: https://github.com/gerryjenkinslb/cs2...Images of the ebook and code here are attributed to the book ""Problem Solving with Algorithms and Data Structures using Python"" by the Authors Bradley N. Miller and David Ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)  License link: https://goo.gl/m2m1ww"
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,7: CS22 - Graphs,Graphs 4 | Implementation Graph Python Code,https://youtu.be/OmL2DgBj45Q,7:10,5063, apr 2018,58,1,"Implementing Adjacency List Code for Graph ADT in PythonPlease subscribe at: https://goo.gl/ZgZrZ5These videos are to help you when reading the ebook: ""Problem Solving with Algorithms and Data Structures using Python"" at ebook:  https://goo.gl/1GJCgtVideo course: https://teklern.blogspot.com/p/blog-p...Code for course: https://github.com/gerryjenkinslb/cs2...Images of the ebook and code here are attributed to the book ""Problem Solving with Algorithms and Data Structures using Python"" by the Authors Bradley N. Miller and David Ranum under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License (CC-BY-NC-SA)  License link: https://goo.gl/m2m1ww"
gjenkinslbcc,Python Data Structures and Algorithms Class - CS22,7: CS22 - Graphs,Animation of Graph BFS Algorithm set to music,https://youtu.be/x-VTfcmrLEQ,1:39,4820, juuli 2018,79,3,"Animation of 157 vertex graph being traversed with the Graph Breadth First Search (BFS) Algorithm set to the music of ""fight of the Bumble Bee"". This is done in pygame in python on 4K display in Ubuntu Linux. I hope this is a useful teaching tool."
