word,frequency
u,206
39,85
us,27
quot,21
new,11
093e,11
doodz,11
home,10
10,10
amp,9
20,9
tv,9
top,9
show,9
2018,9
film,8
2,8
0902,8
2019,8
says,8
0915,8
cosby,7
ep,7
0940,7
0938,7
0930,7
episode,7
1,6
retiring,6
video,6
funny,6
5,6
0947,6
series,6
trailer,6
keillor,6
0924,6
movies,6
3,5
news,5
4,5
talk,5
vs,5
john,5
star,5
s3,5
bill,5
0939,5
prairie,5
0928,5
papa,4
full,4
tour,4
0932,4
pakistan,4
094d,4
094b,4
093f,4
immigration,4
comedy,4
game,4
office,4
kids,4
100,4
college,4
092e,4
may,3
afghanistan,3
0627,3
0c4d,3
movie,3
song,3
garrison,3
fake,3
review,3
air,3
money,3
morgan,3
best,3
day,3
sava,3
064a,3
093c,3
0633,3
stewart,3
military,3
fortnite,3
first,3
car,3
life,3
11,3
world,3
leaving,3
0c28,3
try,3
22,3
w,3
super,3
lennon,3
army,3
0c3e,3
words,3
092a,3
love,3
trump,3
speaks,3
daily,3
091c,3
16,3
090f,3
0623,2
black,2
roaring,2
win,2
stops,2
bombings,2
tablets,2
vergewaltigt,2
podcast,2
fallout,2
special,2
people,2
rap,2
fail,2
school,2
part,2
beautiful,2
kavi,2
web,2
spooky,2
lifetime,2
lawyers,2
movieclips,2
north,2
0648,2
0643,2
0645,2
0644,2
xchange,2
13,2
comic,2
anti,2
ep1,2
live,2
dies,2
ed,2
preview,2
civil,2
privacy,2
protesters,2
acf5,2
sure,2
jim,2
believe,2
co,2
actual,2
lock,2
wife,2
god,2
massage,2
skit,2
women,2
tracy,2
made,2
pranks,2
andrew,2
march,2
companion,2
jackson,2
hd,2
seinfeld,2
australia,2
girl,2
usa,2
parade,2
use,2
0631,2
season,2
wrap,2
9,2
25,2
every,2
original,2
0c02,2
go,2
answer,2
laugh,2
inside,2
arrested,2
chilli,2
0c26,2
0c24,2
note,2
achievement,2
box,2
steve,2
0c40,2
vegalis,2
india,2
since,2
scene,2
dead,2
afghane,2
burnett,2
dollar,2
crazy,2
al,2
scentsy,2
forum,2
0907,2
royale,2
verdict,2
tom,2
6,2
35,2
english,2
found,2
children,2
mg,2
091f,2
coast,2
plans,2
west,2
josh,2
stretch,2
theory,2
woman,2
hair,2
attack,2
00,2
0c30,2
0c3f,2
time,2
moments,2
heads,2
war,2
court,2
award,2
status,2
brett,2
0926,2
real,2
senate,2
sag,2
points,2
20us,2
directors,2
china,2
creepy,2
092d,2
092b,2
amazon,2
times,2
big,2
city,2
gives,2
trailers,2
police,2
motion,2
carol,2
2016,2
2017,2
2014,2
battle,2
presidents,2
bang,2
october,2
cooking,2
festival,2
jerry,2
daman,1
raval,1
tycoon,1
neil,1
organization,1
emer,1
b300,1
spy,1
charges,1
pka,1
cartel,1
kutcher,1
masterchef,1
gox,1
morning,1
another,1
cancelled,1
kunis,1
1776,1
prosecutor,1
drunk,1
brian,1
