Title,views,Publisher,Time,Duration,Like,Dislike
Azhagu - Tamil Serial | அழகு | Episode 713 | Sun TV Serials | 26 March 2020 | Revathy | Vision Time,"751,065 views",,,17:44,5.3K,1.4K
লকডাউন অমান্যকাৰীক আৰক্ষীৰ শাস্তি |,"230,697 views",,,3:32,3.1K,196
Man dies from hantavirus in China - TV9,"1,471,805 views",,,5:04,11K,1.1K
"Corona Virus पर चौंकाने वाला खुलासा, अमेरिकी लेखक ने 39 साल पहले बता दिया था! SPECIAL #NewsTak","135,644 views",,,1:43,3.2K,113
Dhadrianwale Live from Parmeshar Dwar | 26 Mar 2020 | Emm Pee,"285,217 views",,,1:59:51,19K,895
"Dhee Champions Latest Promo - DHEE 12 Latest Promo - 1st April 2020 - Sudigali Sudheer,Rashmi","2,226,785 views",,,3:59,36K,2.1K
KALLA SOHNA NAI - Neha Kakkar | Asim Riaz & Himanshi Khurana | Babbu | Rajat Nagpal | Anshul Garg,"26,073,746 views",,,2:52,1.3M,179K
Coronavirus से Pakistan को बचाएगा Hindustan ! | Tez Special Show,"11,351,878 views",,,11:30,59K,18K
ABP Majha LIVE | ABP Majha Latest Updates | एबीपी माझा | Marathi LIVE News,"7,990,331 views",,,11:30,29K,4K
Coronavirus पर China के विश्वासघात का DNA Test | Sudhir Chaudhary | Zee News,"8,348,467 views",,,21:55,101K,14K
"Corona Virus: अगर आपको Fever है तो क्या वो कोरोना है, ये कैसे पता चलेगा? (BBC Hindi)","6,491,805 views",,,2:22,Like,Dislike
BB Ki Vines- | Time To Be A Hero |,"8,513,413 views",,,4:04,1.3M,9.3K
உங்கள் உடலில் கொரோனா உள்ளதா என்று அறிவது எப்படி ? | COVID19 | Corona Virus,"3,676,734 views",,,4:37,35K,3K
EP 431:TIHAR से निकला PAWAN जल्लाद CRIME TAK पर LIVE! मरने से पहले क्या कह रहे थे चारों?,"15,675,800 views",,,32:51:00,191K,35K
"The Kapil Sharma Show - Sooryavanshi Episode Uncensored | Akshay Kumar, Katrina Kaif | Rohit Shetty","5,691,240 views",,,12:10,97K,4.5K
Lockdown : Vijayawada లో యువకుడు హల్ చల్ - TV9,"1,561,657 views",,,8:56,Like,Dislike
Thalapathy Vijay's speech | MASTER Audio Launch | Sun TV,"8,245,818 views",,,19:41,318K,10K
GULZAAR CHHANIWALA | PINCH (Official Video) | Latest Songs 2020 | New Songs 2020 | Speed Records,"14,047,453 views",,,3:19,465K,32K
ROJA Serial | Episode 591 | 25th Mar 2020 | Priyanka | SibbuSuryan | SunTV Serial |Saregama TVShows,"1,560,358 views",,,17:39,15K,2.2K
Aayudha Ezhuthu | 23rd to 28th March 2020 - Promo,"1,246,678 views",,,0:30,12K,546
Dice Media | Operation MBBS | Web Series | Episode 5 - Recovery ft. Ayush Mehra | Season Finale,"5,293,876 views",,,27:01:00,223K,4.8K
Sunil Grover teaches Deepika on how to grow her social media following at Smule Mirchi Music Awards,"3,273,162 views",,,7:09,65K,3K
மதுரையில் உள்ளூர்வாசி-யை கொரோனா தாக்கியது எப்படி?,"1,474,889 views",,,2:29,12K,805
Dhinchak Pooja - Hoga Na Corona,"6,368,322 views",,,1:55,Like,Dislike
‘India has tremendous capacity to combat COVID-19’: WHO Executive Director,"7,911,101 views",,,1:48,227K,4.4K
Police Punishes Offenders Violating Lockdown Orders In Bhubaneswar,"1,208,496 views",,,3:11,21K,878
DESI Mom vs MODERN Mom | ShrutiArjunAnand |,"5,671,674 views",,,11:24,257K,14K
"Corona के बाद चीन में एक और वायरस से मौत पर हड़कंप, क्या है ये वायरस है? EXCLUSIVE #NewsTak","2,038,244 views",,,1:46,24K,2.8K
Master - Vaathi Coming Lyric | Thalapathy Vijay | Anirudh Ravichander | Lokesh Kanagaraj,"20,903,592 views",,,0:15,916K,72K
2 CHEENE | KHAN BHAINI | New Punjabi Songs 2020 | Official Video | Latest Punjabi song | Ditto Music,"7,598,528 views",,,3:28,126K,5.1K
"Naayagi Episode 640, 25/03/2020","1,033,022 views",,,18:58,7.7K,1.5K
"Damdar Khabar: Nirbhaya Convicts' Hanging After 7 Years, Reaction Of Public And Families Members","2,180,409 views",,,10:32,15K,1.4K
Adhirindi EP - 13 | Gully Boyz | Zee Telugu | Adhirindi Every Sunday at 9 PM,"5,441,797 views",,,13:26,90K,5.4K
Google Is Not A Doctor | Angry Prash,"2,091,808 views",,,3:20,258K,2.6K
PM Modi आज रात 8 बजे देश को संबोधित करेंगे | ABP News Hindi,"858,773 views",,,13:22,5.4K,934
చైనాలో కొత్త  వైరస్..|  Hanta Virus Hulchul in China | New Virus in China | TV5 News,"999,018 views",,,3:56,9.2K,830
Coronavirus Latest Update | Explained by Dhruv Rathee,"2,958,809 views",,,14:41,222K,11K
FIRST Day Of SCHOOL | MyMissAnand,"3,427,521 views",,,12:08,183K,8.9K
Recognizing Ignaz Semmelweis and Handwashing,"55,540,146 views",,,0:50,Like,Dislike
Life Saving SAFETY & SURVIVAL Hacks | Anaysa,"2,611,583 views",,,7:21,150K,4.7K
