"Title","views","Publisher","Time","Duration","Like","Dislike"
"USA v. Japan - FIFA U-20 Women’s World Cup France 2018 - Match 5","812,107 views",,,"2:09","4.3K","260"
"France v Spain - FIFA U-20 Women’s World Cup France 2018 - Match 29","369,995 views",,,"2:09","3K","232"
"Gmod Prop Hunt Funny Moments - World Cup 2018!","4,164,358 views",,,"14:55","99K","1.2K"
"ENGLAND vs TUNISIA *VLOG* - FOOTBALL'S COMING HOME! Russia World Cup 2018","88,325 views",,,"21:23","2.6K","102"
"World Cup Marble Race 2018 | Toy Racing","11,315,468 views",,,"9:24","96K","23K"
"💥TONI KROOS FREE-KICK!💥 2-1! Germany vs Sweden World Cup 2018 Parody Goals Highlights","1,766,958 views",,,"1:37","29K","840"
"Fan Zhendong vs Timo Boll I 2018 ITTF Men's World Cup Highlights (Final)","526,643 views",,,"10:49","3.8K","117"
"Al Ain v Team Wellington - FIFA Club World Cup 2018 - MATCH 1","347,287 views",,,"2:10","4K","198"
"🛫ENGLAND FLY TO RUSSIA 2018!🛫 The Song! (Harry Kane's Plane World Cup 2018)","1,580,039 views",,,"1:49","22K","509"
"FIFA World Cup™ 2018: Korea Republic v. Germany - Post-Match Press Conference","546,892 views",,,"31:07","2.1K","289"
"Cristiano Ronaldo ●RUSSIA WORLD CUP 2018 || HD","81,292 views",,,"4:16","957","55"
"EXPECTATIONS VS REALITY IN RUSSIA | The Truth About the World Cup 2018","574,588 views",,,"16:10","58K","1.1K"
"Country Cars World Cup 2018 Rerun - Who Will Win? - Algodoo","1,364,686 views",,,"10:24","9K","1.3K"
"World Cup 2018 ● Argentina The Journey ● Extended Highlights & All Goals ● Wavin' Flag","26,407 views",,,"13:31","510","32"
"▶️ OFFICIAL VIDEOCLIP ★ FIFA World Cup Russia 2018 ★ Polina Gagarina, Egor Creed y Dj SMASH","11,347,313 views",,,"3:37","66K","4.9K"
"2018 World Cup Commentary||Peter Drury||The Football Poet","28,489 views",,,"12:36","245","8"
"Jesse Lingard's Top 10 Goals | Manchester United | England World Cup 2018 Squad","2,415,703 views",,,"5:50","28K","1.3K"
"England’s World Cup Squad Revealed! | World Cup 2018","379,116 views",,,"1:45","4K","1K"
"New Zealand v Spain - FIFA U-17 Women’s World Cup 2018™ - Semi-Final","124,812 views",,,"2:19","1.4K","48"
"World Cup 2018 Semifinals Reactions: Croatia vs. England and France vs Belgium","38,741 views",,,"7:12","866","34"
"FIA GT World Cup 2018 Macau - Main Race","414,287 views",,,"1:10:11","3.1K","153"
"Top 5 Best Matches Of World Cup 2018","10,360 views",,,"10:47","430","17"
"China v USA - Full Game - FIBA U17 Women’s Basketball World Cup 2018","54,069 views",,,"1:45:42","341","15"
"FIFA World Cup 2018 - The Flim - Time Of Our Lives","211,964 views",,,"4:14","4K","91"
"Marble Race Country Balls World Cup 2018 Russia Re Run Prediction Algodoo","285,280 views",,,"0:06","1.8K","477"
"WORLD CUP 2018 | ENGLAND VS PANAMA | FIFA 18 SCORE PREDICTOR!","218,405 views",,,"21:10","1.9K","127"
"30,000 fans in Hyde Park celebrate England goal in World Cup semi-final","201,516 views",,,"1:55","1.9K","46"
"TOP 10 BEST SHOTS! World Cup Of Pool 2018  (9-ball Pool)","2,797,203 views",,,"6:03","13K","1K"
"World Cup 2018 Russia • Official Promo ᴴᴰ","2,749,902 views",,,"3:47","20K","1.2K"
"OFFICIAL Russia World Cup 2018: KAZAN","10,972 views",,,"8:20","611","12"
"FIFA WORLD CUP video games evolution [1986 - 2018]","692,398 views",,,"4:30","7.6K","389"
"Match 51: Iran v Portugal - FIFA Futsal World Cup 2016","1,780,612 views",,,"2:25","6.3K","451"
"Ghana v Mexico - FIFA U-17 Women’s World Cup 2018™ - Quarter-Final","222,072 views",,,"2:33","2.1K","96"
"Just Dance World Cup 2018 Grand Finals","201,753 views",,,"2:36:19","2.4K","308"
"Belgium vs Japan 3-2 | 4K | All Goals & Highlights | 2018 FIFA World Cup Russia","1,373,688 views",,,"10:50","10K","565"
"I WENT TO THE WORLD CUP FINAL! FRANCE vs CROATIA! - RUSSIA 2018","365,792 views",,,"20:18","8.7K","244"
"Kylian Mbappé vs Belgium (World Cup 2018) HD 1080i","4,459,029 views",,,"9:47","31K","2.4K"
"The film of the Red Devils course (Belgium) - 2018 World Cup in Russia - by AZOIR","2,107,288 views",,,"16:22","23K","1.9K"
"WORLD CUP 2018 QUARTER FINAL REACTION! 📺 GOGGLE IN THE BOX 📺 442oons ft Kane, Neymar & more!","1,147,296 views",,,"3:28","13K","314"
"FIFA World Cup 2018™: How Iceland Overachieved","173,376 views",,,"6:26","4K","66"
"Vivo launches ""My Time, My FIFA World Cup"" for the 2018 FIFA World Cup Russia","87,744 views",,,"1:18","118","6"
"WORLD CUP 2018: Every Team's PREMIER LEAGUE FLOP","192,800 views",,,"10:02","3.1K","125"
"World Cup 2018   Magic In The Air Feat  Chawki Clip Officiel Full HD","33,981 views",,,"3:50","542","17"
"2018 World Cup Russia (The Movie) • Knockout Stage ᴴᴰ","688 views",,,"10:46","34","0"
"🏆 World Cup 2018 ⚽Highlights 🏆","4,458,879 views",,,"5:00","41K","5.1K"
"WORLD CUP 2018 SEMI FINAL REACTION! 📺 GOGGLE IN THE BOX 📺 442oons ft Kane, Mbappe,&  Ronaldo!","1,109,048 views",,,"3:21","15K","423"
"BRAZIL v CROATIA (3:1)  -  2014 FIFA World Cup™","2,006,231 views",,,"2:03","10K","953"
"Finland v Ghana  - FIFA U-17 Women’s World Cup 2018™ - Group A","159,737 views",,,"2:14","1.2K","63"
"Spain v Mexico - FIFA U-17 Women’s World Cup 2018™ - Final Match","236,408 views",,,"2:30","3.5K","183"
"Trip to Russia During World Cup 2018","3,633 views",,,"9:53","126","5"
"TOP 10 GOALS - FIFA U20'S WOMEN'S WORLD CUP 2018","257,277 views",,,"3:23","3.6K","191"
"Fifa World Cup 2018 launch trailer - BBC Sport","625,369 views",,,"1:12","11K","298"
"World Cup 2018's all countries flags & anthems","59,312 views",,,"36:30","627","19"
"World Cup 2018 Commentary ● Ian Darke ● The Crazy One ● Wavin' Flag","199,352 views",,,"13:42","3.5K","75"
"FIFA World Cup 2018™: Story of Qualification Part 3","167,175 views",,,"5:55","3K","58"
"Top 10 World Cup Songs","1,214,947 views",,,"10:36","16K","2.1K"
"🛫ENGLAND FLY TO RUSSIA 2018!🛫 The Song! (Harry Kane's Plane World Cup 2018)","1,580,043 views",,,"1:49","22K","509"
"🧤SUBASIC vs SCHMEICHEL🧤 Croatia vs Denmark Penalty Shoot-Out! (World Cup 2018)","2,054,606 views",,,"1:20","31K","945"
"World Cup 2018: Iceland fans react to the draw against Argentina","127,174 views",,,"2:17","1.6K","36"
"30,000 fans in Hyde Park celebrate England goal in World Cup semi-final","201,518 views",,,"1:55","1.9K","46"
"England v Japan - FIFA U-20 Women’s World Cup France 2018 - Match 30","880,019 views",,,"2:10","4.7K","269"
"FIFA World Cup 2018™: Peru's Historic Qualification","124,701 views",,,"9:46","3K","113"
"Most Humiliating Match In Football History : 2014 World Cup Germany vs Brazil Highlight","124,448 views",,,"7:58","1.3K","55"
"Spain v Korea DPR - FIFA U-17 Women’s World Cup 2018™ - Quarter-Final","133,912 views",,,"2:46","1.3K","60"
"FIFA WORLD CUP 2018 TOP 10 GOALS flipbook animation ( FOOTBALL )","1,256,203 views",,,"1:39","39K","1.2K"
"World Cup 2018: The making of Belgium's Kevin de Bruyne - World Cup Origins - BBC Sport","174,180 views",,,"10:43","2.2K","34"
"All Goals Scored By England In World Cup Matches","1,174 views",,,"59:22","23","1"
"Colombia - England 1-1 (3-4) World Cup 2018 Full match !!","43,018 views",,,"2:32:30","318","28"
"FIFA 2018 World Cup Marble Race - Group Stage","2,031,015 views",,,"7:58","8.6K","2.8K"
"WORLD CUP 2018 | ENGLAND VS TUNISIA | FIFA 18 SCORE PREDICTOR!","576,566 views",,,"25:03","2.5K","321"
"FIFA world cup 2018 Quiz | fifa current affairs 2018 all question | fifa 2018 Quiz","1,819,069 views",,,"13:22","87K","3.2K"
"Guillermo Ochoa - Incredible Saves - World Cup 2018 - HD 1080p","13,292,120 views",,,"3:53","60K","5.5K"
"Kylian Mbappé vs Uruguay (World Cup 2018) HD 1080i","723,491 views",,,"6:57","7.1K","376"
"Spain v Philippines | Women's Full Game | FIBA 3x3 World Cup 2018","359,579 views",,,"19:33","932","160"
"Odisha Men’s Hockey World Cup 2018 – Opening Ceremony | LIVESTREAM","610,883 views",,,"2:30:44","11K","371"
"FIFA WORLD CUP video games evolution [1986 - 2018]","692,401 views",,,"4:30","7.6K","389"
"Paul Pogba - World Cup 2018 ● Skills & Goals ● France | HD","629,572 views",,,"3:33","6.6K","200"
"FIFA 18 | 2018 FIFA World Cup Russia™️ Reveal Trailer ft. Cristiano Ronaldo","3,276,114 views",,,"1:16","65K","1.5K"
"World Cup  2018 Football France Champions HD","529,381 views",,,"3:01","4.8K","183"
"World Cup 2018 Squad REACTION! ► 📺 GOGGLE IN THE BOX 📺 442oons ft Leroy Sane, Guardiola + Zlatan!","1,477,792 views",,,"3:34","18K","415"
"INIESTA, RONALDO, WORLD CUP 2018: SPAIN beats PORTUGAL on penalties to reach the EURO 2012 final!","828,188 views",,,"10:01","3.7K","547"
"World Cup 2018   Best Moments","110,051 views",,,"5:56","1.4K","92"
"Belgium v Netherlands | Odisha Mens Hockey World Cup Bhubaneswar 2018 | FINAL | HIGHLIGHTS","258,163 views",,,"5:04","2.3K","89"
"Marble Race Country Balls World Cup 2018 Russia Re Run Prediction Algodoo","285,280 views",,,"20:35","1.8K","477"
"FIFA world Cup 2018 MCQ in hindi/ fifa question in hindi/gk question/gk in hindi-target study iq","613,464 views",,,"11:50","27K","1K"
"Arrested at The WORLD CUP 2018!","1,339,846 views",,,"10:02","33K","3.6K"
"World Cup 2018 Commentary | Peter Drury | Reaction!","56,360 views",,,"14:46","1.4K","34"
"World Cup 2018: what was the best match of the tournament?","1,929 views",,,"2:03","10","3"
"Russia World Cup 2018 - Shocking Moments in LEGO!","65,397 views",,,"1:57","1K","56"
"World Cup 2018 song | The Greatest Showman parody [Jim Daly]","581,523 views",,,"3:13","6.2K","257"
"FIFA World Cup 2018™: England's 3-5-2","193,009 views",,,"5:29","3.9K","54"
"World Cup 3 Cushion La Baule 2018","693,323 views",,,"15:38","1.6K","334"
"2018 Pokémon World Championships: Pokémon TCG Masters Division Finals","838,517 views",,,"52:47","6.3K","347"
"France vs. Croatia. World cup 2018 final. Russia 2018 moscow. National Anthems.","212,734 views",,,"3:27","1.6K","59"
"Fifa world cup 2018 | Bangla Funny dubbing | YO BROS","756,556 views",,,"4:59","7.3K","837"
"FIFA World Cup Russia 2018 (Official Video) ● Magic in The Air","87,466 views",,,"3:04","1.2K","37"
"Argentina Vs Chile (Away) ● World Cup 2018 Qualifier ᴴᴰ","1,993,440 views",,,"7:01","6.9K","945"
"Match 51: Iran v Portugal - FIFA Futsal World Cup 2016","1,780,621 views",,,"2:25","6.3K","451"
"2018 Splatoon 2 World Championships - Finals - Round 7 - Nintendo E3 2018","713,547 views",,,"1:06:49","8.2K","320"
"🏆SPAIN OUT! The Penalty Shoot-Out!🏆 (Spain vs Russia World Cup 2018 Goals Highlights Parody)","1,886,441 views",,,"1:41","24K","945"
"I WENT TO THE WORLD CUP FINAL! FRANCE vs CROATIA! - RUSSIA 2018","365,794 views",,,"20:18","8.7K","244"
"World Cup 2018 ●Magic in the Air●Best Highlights, Amazing Goals & Moments,","4,383 views",,,"4:43","86","5"
"FIFA World Cup Winners 1930 - 2018 ⚽ Footchampion","797,664 views",,,"3:06","9.6K","297"
"World Cup 2018 ● Group A Extended Highlights ● Magic In The Air","354,017 views",,,"13:04","3.3K","86"
"FIFA World Cup 2018 - Drum Cover (Live It Up) | By TheKays","419,217 views",,,"3:39","5.8K","172"
"WORLD CUP 2018: SHOCKING MY FAMILY WITH RUSSIA","2,413 views",,,"13:18","75","2"
"PES 2018 ● Remake of FIFA World Cup 2018 Goals ● HD","73,944 views",,,"9:10","1.9K","60"
"⚽️IT'S COMING HOME!⚽️ (England World Cup Semi-Final 2018)","2,710,748 views",,,"1:52","31K","2.5K"
"Highlights: Dominican Republic v USA - U-15 Baseball World Cup 2018","34,354 views",,,"3:13","280","14"
"FIFA WORLD CUP 2018 RUSSIA SONG - COLORS (COCA-COLA)","1,054,355 views",,,"3:10","14K","669"
"32 National Football Team Shirt Badge Evolution ⚽ FIFA World Cup 2018 ⚽ Footchampion","667,850 views",,,"9:42","9K","1.3K"
"France vs Croatia 4-2 | World Cup Final 2018 | Parody Goals Highlights","35,503 views",,,"1:25","352","26"
"Monster School : FIFA WORLD CUP 2018 RUSSIA Challenge  - Minecraft Animation","2,774,208 views",,,"11:17","26K","1.7K"
"USA v Korea DPR  - FIFA U-17 Women’s World Cup 2018™ - Group C","62,344 views",,,"2:11","784","34"
"Chances of Winning WORLD CUP 2018 | Argetina, Brazil, Germany, Spain etc.","110,212 views",,,"1:49","1.3K","476"
"Japan v Indonesia | Full Game | FIBA 3x3 World Cup 2018","119,171 views",,,"23:42","512","39"
"Cameroon v Korea DPR  - FIFA U-17 Women’s World Cup 2018™ - Group C","61,304 views",,,"2:16","540","30"
"Fummel Fummel Gummibär (World Cup 2018) German Soccer Song - Gummy Bear Show MANIA","947,027 views",,,"3:43","1.6K","818"
"What's inside The World Cup Soccer Ball?","36,079,512 views",,,"9:24","248K","57K"
"FIFA World Cup Russia 2018-PROMO","3,586,005 views",,,"3:42","37K","1.3K"
"FIFA WORLD CUP 2018 MOVIE HD","8,014 views",,,"20:43","151","1"
"Australia v Argentina | Womens World Cup 2018 | FULL MATCH","21,950 views",,,"1:38:41","162","14"
"How Belgium Won The Odisha Men's Hockey World Cup Bhubaneswar 2018","35,894 views",,,"17:43","452","15"
"ENGLAND vs PANAMA *VLOG* - BEER GONE EVERYWHERE!!! | Russia World Cup 2018","243,630 views",,,"17:12","4.9K","284"
"Monster School : FIFA WORLD CUP 2018 - Minecraft Animation","1,746,372 views",,,"11:10","20K","1.2K"
"Germany v Cameroon  - FIFA U-17 Women’s World Cup 2018™ - Group C","141,596 views",,,"2:01","1.3K","71"
"FoodBall Show ""Street Edition"" - FIFA World Cup 2018 ""Poland"" @ Pink's Hot Dogs","3,537 views",,,"3:46","1","0"
"Cristiano Ronaldo arrive in Russia for World Cup 2018","1,344,318 views",,,"6:26","13K","500"
"France v USA - Final - Full Game - FIBA U17 Basketball World Cup 2018","129,668 views",,,"2:19:25","774","59"
"Russia World Cup 2018 - Shocking Moments in LEGO!","65,399 views",,,"1:57","1K","56"
"New Zealand v Canada - FIFA U-17 Women’s World Cup 2018™ - Match for Third Place","85,273 views",,,"2:08","1.2K","34"
"England World Cup ITV Montage - I Did It My Way","17,577 views",,,"2:03","238","1"
"USA V Ireland | Womens World Cup 2018 | FULL MATCH","10,370 views",,,"1:23:51","69","3"
"Brazil 2018 Disappointing The World","842,589 views",,,"6:33","10K","565"
"South Korea vs. China | 2018 Overwatch World Cup Grand Finals | BlizzCon 2018","166,223 views",,,"1:55:38","1.2K","57"
"France vs Argentina 4-3 • World Cup 2018 Round of 16 (30/06/2018) All Goals Highlights Lego Football","1,475,187 views",,,"3:48","7.4K","811"
"♫ AUF WIEDERSEHEN! GERMANY OUT OF THE WORLD CUP 2018 SONG","493,215 views",,,"2:50","4.3K","263"
"100 PACKS! Panini World Cup Russia 2018 Stickers","780,758 views",,,"50:37","4.7K","672"
"The 2018 World Cup on FIFA TV YouTube!","1,054,555 views",,,"1:20","8K","3.2K"
"MeetnGreetMe for FIFA World Cup 2018 in Russia","27,434 views",,,"0:23","4","1"
"Portugal 2018 Lisbon Socca World Cup","7,474 views",,,"1:13","23","1"
"Lionel Messi vs France (World Cup 2018) HD 1080i","3,166 views",,,"6:02","204","4"
"Argentina Squad For FIFA WORLD CUP 2018 Russia ( Official ) 23 Players Squad | Gonzalo Higuain Drop","158,677 views",,,"2:51","997","87"
"⚽️IT'S COMING HOME!⚽️ (England World Cup Semi-Final 2018)","2,710,757 views",,,"1:52","31K","2.5K"
"Official Music/Theme song of Fifa World cup 2018 (Russia) [ Egor Kreed]","610,541 views",,,"3:41","7.1K","271"
"Brazil vs France 6-1 - All Goals & Extended Highlights RÉSUMÉ & GOLES (Last Matches) HD","5,360,207 views",,,"11:42","31K","4.3K"
"Why France produces the most World Cup players","3,166,588 views",,,"6:00","67K","4.1K"
"Kylian Mbappe All Goals For France w/english commentary FHD/1080P","62,122 views",,,"2:50","452","12"
"Official Song Of Russia 2018 | We Are Russia™ | by FIFA® and JasonKovacVEVO","418,924 views",,,"3:32","4.5K","116"
"Argentina - Potential Lineup  for FIFA World Cup 2018","93,276 views",,,"2:32","577","86"
"TOP-MASTER NEYMAR!!! UNBOXING WORLD CUP 2018 BLISTER | Panini Adrenalyn XL World Cup Russia 2018","6,148 views",,,"14:26","70","17"
"The Incredible World Cup Final Finish | ICC Cricket World Cup 2019","4,912,633 views",,,"3:08","62K","4.3K"
"The Best of the 2018 World Cup","272,432 views",,,"3:39","6.1K","240"
"Argentina football team Fifa world cup 2018 Russia (official ) - qualifier fifa world cup 2018 [HD]","123,183 views",,,"4:48","558","74"
"FIFA World Cup Russia 2018 - Official Promo | Magic in the air","650,076 views",,,"3:57","8.9K","216"
"Qatar 2022 World Cup - Promo - Magic In The Air","179,642 views",,,"3:39","2.6K","87"
"Portugal Squad For FIFA World Cup 2018 | Final 23 Man Squad - Official","33,558 views",,,"3:37","481","29"
"World Cup 2018 Music Video - Tonight We Are Champions","204,784 views",,,"3:50","748","244"
"Road To Final Moscow 2018 • France vs Croatia • World Cup 2018 • Goals Highlights Lego Football","539,641 views",,,"2:17","2K","290"
"What's inside The World Cup Soccer Ball?","36,079,543 views",,,"9:24","248K","57K"
"BEST OF MBAPPE WORLD CUP 2018 - ALL MATCHES - HD","36,214 views",,,"7:00","319","18"
"Dubai World Cup 2018: Race 9 - Dubai World Cup Sponsored By Emirates Airline","394,485 views",,,"3:16","1K","123"
"OFFICIAL Russia World Cup 2018: YEKATERINBURG","6,512 views",,,"6:41","349","7"
"Road to Russia World Cup 2018","1,322,589 views",,,"3:49","10K","851"
"SALAH(France) vs Mia(Japan)　QUARTER FINAL / DANCE ALIVE WORLD CUP 2018","655,202 views",,,"5:00","3.8K","245"
"FINAL MATCH - Canada World Kabaddi Cup 2018","738,870 views",,,"46:21","5.7K","443"
"PES 2018 | FIFA World Cup 2018 FINAL | BELGIUM vs PORTUGAL | C.Ronaldo poker [4 goals] | Gameplay PC","171,188 views",,,"19:28","820","78"
"Germany Squad 2018 For Fifa 2018 world cup Russia Friendly match with Brazil | Germany line up  2018","29,081 views",,,"3:13","199","21"
"Portugal vs Brazil 3-3 - All Goals & Extended Highlights RÉSUMÉ & GOLES ( Last Matches ) HD","3,865,220 views",,,"12:30","19K","2.7K"
"PRIVET EARTH - MESSI GOAL | FIFA World Cup 2018","292,017 views",,,"4:22","34","5"
"Korea Republic v Spain  - FIFA U-17 Women’s World Cup 2018™ - Group D","161,795 views",,,"2:03","1.4K","74"
"TOP 10 BEST SHOTS! World Cup Of Pool 2018  (9-ball Pool)","2,797,268 views",,,"6:03","13K","1K"
"FIA GT World Cup 2018 Macau - Main Race","414,294 views",,,"1:10:11","3.1K","153"
"ANNOUNCED ! Brazil Final Squad for the FIFA World Cup 2018 (14/05/18)","35,377 views",,,"2:28","389","20"
"Russia World Cup 2018 Official Trailer HD","3,654,644 views",,,"3:49","32K","1.4K"
"Fummel Fummel Gummibär (World Cup 2018) German Soccer Song - Gummy Bear Show MANIA","947,034 views",,,"3:43","1.6K","818"
"🤣WORST THROW-IN EVER!🤣 (World Cup 2018 Ronaldo Iran Spain Uruguay Saudi Arabia Portugal Morocco)","2,444,339 views",,,"2:03","26K","1.1K"
"World Cup 2018 Prediction","21,353 views",,,"0:56","300","7"
"SIMULATING THE 2018 WORLD CUP 10X TIMES!! - PREDICTING THE WORLD CUP 2018","337,259 views",,,"19:25","4.4K","730"
"JASON DERULO - COLORS (Coca-Cola Anthem for the 2018 FIFA World Cup) Official Lyric Video","30,898,586 views",,,"3:10","331K","14K"
"FIFA WORLD CUP 2018 RUSSIA - STADIUMS","1,666 views",,,"1:00","8","3"
"How Belgium Won The Odisha Men's Hockey World Cup Bhubaneswar 2018","35,895 views",,,"0:06","452","15"
"FIFA World Cup Russia 2018 Theme Song | letest Theme Song | New Them Song 2018","19,401 views",,,"5:00","268","8"
"WORLD CUP 2014 HIGHLIGHTS by 442oons (Brazil 2014 World Cup Review Compilation Clips)","14,342,946 views",,,"31:27","91K","6.2K"
"Επίσημη συλλογή FIFA World Cup 2018","8,491 views",,,"0:28","5","0"
"South Korea vs. China | 2018 Overwatch World Cup Grand Finals | BlizzCon 2018","166,226 views",,,"1:55:38","1.2K","57"
"The World Cup 2018 Best Goals Challenge - CR7, Coutinho, Kroos & Pavard","2,487,706 views",,,"9:51","62K","1.9K"
"FIFA World Cup Russia 2018 - An Unforgettable World Cup | Best Skills & Goals 2018 | HD","5,281 views",,,"3:12","92","1"
"FIFA World Cup 2018 - Biggest Football Fans in India [HD Video]","7,911 views",,,"3:34","12","1"
"Inmanetica - ""Hope"" FIFA World Cup 2018 Russia (Full Album Stream)","13,467 views",,,"3:46","7","0"
"MOSCOW   2018 FIFA World Cup™ Host City","50,118 views",,,"1:31","172","20"
"Tahiti vs Brazil - Final - Match Highlights - FIFA Beach Soccer World Cup, 2017 || by SonyTen 1","873,144 views",,,"11:00","5.8K","255"
"FIFA World Cup 2018 Quarter Finals Full Schedule","94,190 views",,,"1:39","377","59"
"Spain v Philippines | Women's Full Game | FIBA 3x3 World Cup 2018","359,580 views",,,"19:33","932","160"
"FIFA World Cup Russia 2018 ● All Goals","28,697 views",,,"16:08","399","19"
"Russia World Cup 2018 Stadiums | AMAZING!","2,089,627 views",,,"3:24","8.9K","1K"
"PES 2018: World Cup 2018, Group D, Match 3: Iceland - Croatia","1,521 views",,,"20:08","15","0"
"England - Journey To The Semi-Finals | ICC Cricket World Cup 2019","518,819 views",,,"4:09","4.9K","357"
"World Cup 2018 Stadiums | Tour of FIFA World Cup 2018 Stadiums Russia","2,708 views",,,"9:14","11","1"
"World Cup 2018 Highlights & Moments","17,298 views",,,"4:58","147","15"
"World Cup: Paul Pogba gives moivational speech before final","85,149 views",,,"1:17","855","14"
"ISSEI(Japan) vs SALAH(France)　FINAL / DANCE ALIVE WORLD CUP 2018","2,533,952 views",,,"5:19","17K","1.1K"
"Russian girl at the World Cup 😍 - World Cup 2018","33,008 views",,,"0:23","117","19"
"2018 World Cup","274 views",,,"0:26","5","0"
"FIFA World Cup Russia 2018 - LA LA LA (SHAKIRA) • Official Promo ᴴᴰ","7,398 views",,,"4:07","125","4"
"Kylian Mbappé vs Australia (World Cup 2018) HD 1080i","105,099 views",,,"5:25","846","53"
"World Cup 2014 - The Beautiful Game","1,368,533 views",,,"11:37","27K","572"
"Amazing Custom Lego FIFA World Cup 2018 Minifigures Series !!!","693,995 views",,,"1:35","3.3K","339"
"Incredible Final Over of England's Innings! | Stokes Forces Super Over | ICC Cricket World Cup 2019","26,154,476 views",,,"3:59","167K","16K"
"World Cup 2018: The making of France's Paul Pogba - World Cup Origins - BBC Sport","133,686 views",,,"11:02","1.2K","33"
"Fifa world cup 2018 russia winner prediction - top 10 teams to win russia world cup 2018","100,389 views",,,"4:47","548","246"
"Pride of lions: How England's World Cup journey lifted a nation  | ITV News","9,598 views",,,"2:03","168","12"
"Monster School : World Cup 2018 France vs Croatia - Minecraft Animation","4,170,536 views",,,"2:49","32K","3.8K"
"The Amazing Ricci Rivero - Philippines - Mixtape - FIBA 3x3 U23 World Cup 2018","752,151 views",,,"3:08","3.9K","161"
"Catch the FIFA World Cup 2018 Live on Kwesé iflix!","53,056 views",,,"0:30","24","4"
"Jolanda Neff's Battle For The World Cup Title | UCI MTB 2018 Cross Country Recap","1,045,410 views",,,"8:51","7.2K","425"
"Sweden v England - World Cup Quarter-Final Match Preview - Russia 2018 World Cup","2,159 views",,,"1:31","23","3"
"Argentina World cup 2018 Squad's Performance in 2017/18 Season","10,480 views",,,"3:24","91","12"
"Inmanetica - Hope (*Un*Official Music Video) for FIFA World Cup 2018","3,490 views",,,"3:51","143","1"
"France v USA - Final - Full Game - FIBA U17 Basketball World Cup 2018","129,670 views",,,"2:19:25","774","59"
"Harry Kane - 1# Top Scorers - Russia World Cup 2018","36 views",,,"1:52","2","0"
"WORST PENALTY EVER!! Cueva SKIES PENALTY vs Denmark (FIFA World Cup 2018)","16,788 views",,,"0:38","61","21"
"World Cup 2018 Semi-finals • Croatia vs England 2-1 • 11/07/2018 All Goals Highlights Lego Football","414,988 views",,,"2:08","2.3K","217"
"Bài hát quảng bá World Cup 2018 và 32 đội tham dự | Offical World cup song FIFA Russia 2018","5,988,518 views",,,"3:41","26K","1.5K"
"🔴 - Spain 🇪🇸 v Australia 🇦🇺 - Classic Full Games | FIBA Women's Basketball World Cup 2018","9 waiting",,,"3:41","6","1"
"2018 Pokémon World Championships: Pokkén Tournament DX Grand Finals","3,299,328 views",,,"34:28","33K","1.6K"
"Serbia vs Switzerland World Cup 2018 Odds - 22nd June 2018 @ 21:00","6,496 views",,,"1:15","11","1"
"England Players Arrive Home From 2018 World Cup | Inside Access | World Cup 2018","302,488 views",,,"3:33","5K","108"
"Brazil vs Argentina 3-0 - All Goals & Extended Highlights - World Cup 2018 10/11/2016 HD","90,396 views",,,"13:09","597","56"
"YANGOS Бразилия - Bola Dentro - Moscou / Rússia - World Cup 2018 /// Группа ЯНГОС - Москва / Россия","157 views",,,"5:16","26","0"
"Shakira - La La La Brazil2014 (Closing Ceremony 2014 FIFA World Cup) HD","51,150 views",,,"3:27","562","15"
"BBC Colombia v England Shootout Montage","133,465 views",,,"2:13","1.2K","19"
"2018 World Cup Team Of The Tournament","6,122 views",,,"15:32","262","50"
"Poland vs Netherlands (Part 1) | Overwatch World Cup 2018: Paris Qualifier","3,003 views",,,"26:58","29","1"
"The Big FAT World Cup 2018 Quiz! | Balls Up vs. Football Daily","129,066 views",,,"21:04","3.7K","80"
"FIFA World Cup 2018 Opening Ceremony Full Details","293,094 views",,,"2:07","656","128"
"Ter Stegen Hairstyle | World Cup 2018 | Skin Fade Haircut","102,223 views",,,"4:35","2.6K","39"
"How to Watch FIFA World Cup 2018 Opening Ceremony","8,823 views",,,"2:27","2","13"
"England v West Germany: 1966 World Cup Final | British Pathé","1,272,563 views",,,"9:33","10K","475"
"FIFA World Cup 2018 Live Streaming TV Channels List in Asia Counties | India, Bangladesh, Nepal.....","128,922 views",,,"3:22","292","77"
"RISE (ft. The Glitch Mob, Mako, and The Word Alive) | Worlds 2018 - League of Legends","193,331,227 views",,,"3:30","1.8M","34K"
"France Journey to World Cup 2018 winner !!! | #FooTball #worldcup2018","84 views",,,"10:48","1","0"
"CHOTU KA WORLD CUP 2019 | छोटू का वर्ल्ड कप | Khandesh Hindi Comedy | Chotu Dada Comedy Video","88,561,257 views",,,"19:21","327K","75K"
"FIFA World Cup 2018 | फीफा वर्ल्ड कप 2018 history facts sports current affairs in hindi english","21,030 views",,,"10:43","515","13"
"Another look back at the 2018 World Cup","245 views",,,"29:33","2","1"
"Lucy Kay vs Diversity | Britain's Got Talent World Cup 2018","757,671 views",,,"3:54","2.4K","286"
"USA v Italy - Full Game - FIBA U17 Women’s Basketball World Cup 2018","83,340 views",,,"1:40:53","550","31"
"World Cup 2018 Montage-Russia","28 views",,,"6:36","4","1"
"PES 2018 | BRAZIL vs BELGIUM | 1/4 Final FIFA World Cup 2018 Russia | Gameplay PC","200,785 views",,,"20:08","743","151"
"FIFA WORLD CUP 2018","11 views",,,"1:37:43","1","0"
