video_id,comment_text
hzGrwaFztrE,"The conclusion of this movie: Pussy is a very powerful device.
Anyone reading comments before watching. ..?? I used to scrolling while watching ????? i always do
""Money doesn't change people, it reveals them""?
Im not through the movie yet but that girl is suspect...
Entertaining, albeit far fetched.
Ooooh, I wanted to see him meet his parents again... ):
I love downloading n watchin' movies in here.
Not a big one to talk much about
I read a book that was kind of like this it was called stolen girl
Mind blowing movie I have ever had seen
Shye. was really a true friend ?.
""Money doesn't change people. It reveals them"".... best lesson ever.
bitcoin - only important thing being said
In the end i got a chance to start over, living honest life and make an honest living
It's killing me the fact that they didn't show him seeing his mom again. That's just cruel man
I just watched the whole movie during work hour was. Great cuz time passed by
amazing movieeee.. liked it
Ain’t going to lie , the movie did get some facts right
Anyone here to improve their english
i recommend yoy to watch it best hacking movie. with real Life examples..
No words to express the feeling I had wen I watched...fire man ???
Worth to watch
basically he was stealing thing's i mean crime but wt a fun if get caught quickly will turn into hell
We love you Sye ???. You came back even when it wasn't your fault nd alex needed to apologise . 
Ps- ALWAYS REMEMBER 
Love is trash, 
Bitches need cash .
Always watch who you sell your soul too.
""URGHH WE SHOULD BE CELEBRATING!""
""Celebrating what? Failure?""
""ITS MY BIRTHDAY""
Great movie, well worth the watch. Somewhat expected twist at the end, but still good.
I recommend using this if you need netflix premium:

===> #netflixOABZ1ED 

its so great that it exists in 2020...
Amazing Movieeee
Got some lession from this movie
Great twist towards the end
1:01:50 soooooo hong kong lmao he wants to see his lawyer
wow this is great it  gave me a feeling that i never had in my life an life can be a puzzle in some case an drag u into some bonded shit wow i love this
Sye is nice.. ?? May I know what's the title of this one?
Well that's the thing which i was looking for 
Loved it?
I've  seen a ton of movies in my day and a ton that are CRAP.. This was a GEM all the way
Loved it.  I wish I see him rich.
That is actually not a bad watch ??
all i can say is wow!!
they should of called this theif.
It's really a great movie?guys must watch this movie and this movie taught me that don't  always get greedy for money. BE HONEST, DO HARDWORK BCOZ LYF IS BEAUTIFUL?keep learning ?
This is so epic... (in a good way)
The moment the girl came along it was trouble. The 2 were doing great.
I wanted to watch this only for half hour 
But this movie made me watched whole till it gets completed.
The.only thing I wanted to tell is that worth watching
So because of her...his best friend died and everything was supposed to be okay
I love the movie. The story line is great, I'm impressed I found a movie  this good in YouTube
Actually I need a best friend like shye
Wow, love ????
""Drug addict make a mistake while, Drug dealer commit the crime""""?
I've seen this back in 2017 and I'm back again
No word !!! Just amazing ??? I love it .....
Very good movie.
Good watch. I just feel bad about Sye. Wish his death was just a setup too and that he's still alive in the end.
Hacking is good when it's for a good purpose, I'm so glad towards the good work of cyber_intell on inst?gr?m who got back our hacked inst?gr?m page password from enemies
this is really a good one ...
Really an amazing movie 
I never comment after seeing movie 
But this time i should say that this was osmmm guyss
That UNCLE is making me nervous!
Wow, that was a cool movie
Letting know this to anyone finding somethin to watch.. this is one of my classic movies I've been watchin it over and over..
Seen this a few times. Great movie. Very inspirational and a good storyline.
Awesome ?
Just kids i would have opened an offshore account.
Nice movie, long live Turkic connection!
I suspected that from the jump ? good movie
I'll also trying to open dark web.... Lolx??
Such a great film?
THAT was an awesome ass movie!
THANKS for that!
I'll be subscribing to your channel.. In hopes you upload more full ( great) movies like THIS!??
I was ready to get mad but in the end....
Interesting. Im 23 minutes in and it hasnt dulled even once. It is well made , and i  have a feeling theres a nugget of wisdom to be realized at the end. .....I hope.
Make an app
Ifeel i just want to start a new life after seeing this.  From now on i will stop using our neighbor's wifi? lmao
Amazing. ? . Just Amazing ?
suddenly he remembered his mommy after he got arrested and thrown inside a Thai prison and without going to the judicial court..???
Thanks for sharing,  very interesting À to Z. ?
To live life truthfully, one must be honest about who she/he was in order breathe the life you wanted to live freely.....
Exactly movie is fab man.
Damn that was soooooo good ???
Anyone else think he was too quick to forgive that bih
I need Shye as my Friend!
ILike this movie. ThankYou for uploading ??
7:07 Dark Souls 2 lol
Seriously, no words...watch it once you'll love it.. amazing..?
Loveeeeeeeeeeeeeeeeee the movie!!! ????????????????????
Read no further... MOVIE is a Gem. Couldn't stop watching kept me up till 2.30am.
amazing movie... a science fiction movie nice ending...miss u shye ??
Shye define what the true friendship.... ??
For anyone looking for a legit review, pretty decent movie.  Enjoyed it. Nice storyline and twist. Good quality audio. No skipped parts.
Better then most free full utube movies.
Thanks for free movie ? i love it there is a lesson 
I little bit scared hahahaha
Great movie, just keep watching
Wonderful??
just wow Amazing :) ilove it
Excellent movie All Around worth the watch
Enjoyed it ?
Definitely a movie worth watching! Kept my interest!
After reading the comments . I am watching
Thank u for the movie!
Was seriously good!
this was a good movie but for some reason i just knew the girl was working with the police
Cool movie. Pretty cool ending. Thanks for uploading.
Good movie, Thank you YouTube!
Worth watching. ???
EXCELENT MOVIE !!! ???? for youtube movie
wow! amzing movie,,worth to watch meaningfull in real life
He's look a little bit like hunter Hayes ?
Yea gud one. Safe to watch with my mom.
I love this movie even tho i watched this in 2019 nearly 2020 i loved it so much I would love a 2nd part of this movie.
Wow what a movie just loved it
Wow?????????????????????
Cerita sumpah best , plot twist dia memang umph , ending amat amatlah bagus , tq for upload , iloveyou .
I watched this movie at the end of 2019 that mean last night of 2019. GOOD BYE 2019
It's an amazing film  . The film has a good moral . I think everyone and  specially  the adults should watch this movie  . This film is not only about the story and the downfall of  a hacker  . The story has a deep inner meaning  . To know it you have to watch the movie with great  interest  . But that's very true — the story can automatically captures   one's mind  . I love it  ?
Close to Bonnie & Clyde in a different time line, great movie
wonderful movie with a nice msg
haven't watch it yet, but based on the comments thanks for uploading.
Wawww great moviee ...I just love it ?
Good movie, good cut, good action, and good acting. Sure, fantasy hacking (I wish it were that easy!!!), fantasy plot (the Zed character is a joke), but very entertaining with a cute little twist at the happy end, worth watching.
Saw it b4, but so long ago... I just remembered it was really good & worth watching the 1st time... so watching it again! Really worth the watch, so I really recommend it! ??????????
One among the best science fiction movies??
Man This Was A Good Movie!!!
What about Sye?!!
Yeah, worthy !
All of this was all about the  ""Uncle"" who uses kira to get closer to alex and lure Z out and get arrested.

I feel bad for SYE thoo he fucked up by using the black card etc. :((
Awesomo! The movie is great
GREAT MOVIE BUT GREAT NOT FOR THOSE WHO ARE NOT INTERESTED IN SUCH MOVIES
Well done ?
Their phone's tho
Nyc movie
Awesome movie... cheers for that...
Good show ! Up there with the other criminal shows like Scarface , Blow. 11:39 the honey trap
Worth watching,,,?
Thank y'all for telling me about the movies
This is a seriously good movie and it's free. Thanks for the upload!
I celebrate my Christmas watching this amazing movie ?
I feel so sorry for SYE ????
No words to say just amazing...
Wasted 1:47:34 hour my life on this boredo movie.
There's a great lesson in this movie! ??
Solid film. Time well spent!
how about sye?
Its just woowwww
Thanks !! ?? ?
wait, this was based on true events?
Good movie, I watched whole
So interesting...
The movie was great ?
I m not understand in English,but still looked?
Nice Movie
i'm new frnd

need same response from you 

Thank
If only Kira's truth revealed earlier, so that will be a good plot twist... it changes from ""save Kira"" to ""save Alex""
Alain wear!!! Hand over it now!!!!
Hahahahhahq it's just a movie
Best movie.. must watch.
So what happened to all the money he had?
Just watch…...!
hands up!! more movies pls
sai i d man he is more in business for long time
Bravo!
Best movie I've seen in a while! 5??????????
I love this movie.
It's really good move.
Best movie i seen in a while.  Good job
100% best movie ever!
I'm I the only one who MISS SEY......  
<3  ;'(
Good story man!
Nice movie to watch. 
I feel sorry for Shyie (friend of Alex) 
So Kira I found you. ? something wasn't going right haw??? ? 
HACKER part 2 downloading ..........50% 
This was a get movie!!!
I like this story this about thue love.anything happen u still love her
This is an amazing movie!!!
After watching james burn here i am keep skipping another movie ?
Amazing movie...i loved it??
No word!.
Good movie. Worth a watch.
this movie was so fye
Great Flick...
Awesome!
i love this movie. thanks
Great movie!! TY
what a great movie...
I wanted yo see him hug his parents....
Great role model.
it would be very wonderful if he shot or do something to the girl too @the end.....
Finally a movie u can watch with ur family
Very interesting....luvly movie
Tom Holland 2
Best movie to watch. I enjoyed it... Alex.. Sye and Kira love u guyz ??????
wow. Amazing ?
I did not regret watching this.
Beautiful movie to watch
Excellent movie!!!
Woooow this movie is lit
Great movie!  Worth watching twice....!
Wow this is nice movie..!better than ever..!love her and love him
I thought that the police is sending robots to attack them ._.
And they will stop the robot with obviously hacking._.
After I watched this movie Love your work dont money ?
! just tell the movie isn’t good or bad!?
A slow start, but worth it on the long run.
worth it real one
This is a nice movie
With all that cash and they never invested?
I think it is interesting they use service industry people to get the bankers info.
I am 18 minutes in,  Si is a cop undercover,,
movie is awesome but what about phsy ,who killed him
Watching this movie in the new year eve 2020
Help me to COMPLETE my mission ??.....Just do it...u know what u have to do
worth watching!
Best movie ive seen on youtube ?
Excellent, thank you.
Hacker in the house
Omg im so sad shye is dead ?????
And now I want to explore DARKWEB’???
1:34:30 randy orton??
such an awesome story ??
3 star movie, yassssss
Such a good movie. Never bored me. So many twists and turns.
5 star.
Not too bad. It felt like it was rushed towards the end but still worth watching.
best movie 2k19
This movie is Lit ??
My Uncle Help me...?
Good flick. ?
Sad.They wasted every cent on crap.
Woawwwww so interest to watch
EXCELLENT MOVIE.
We want more movies like this man please ...so dope movie
i didnt expect this watch to be awesome?
??
Simplicity is the way to go
Could have been a great movie but the end is a big let down. IMHO.
Watching
amazing
Love this movie
Like karo 100 sall jiyo
those who have liked the movie plzz watch the 37 episode series anime deathnote
Damn>>>>>
What a movie mindblowing
A movie  to watch!..
Wonderful movie, excellent ending
This is the real definition of a movie????
Deep??
the girl is a spy to hunt down zedd
This movie is worth my time n anyones time out there. Interesting...
Bryce is that you? I FLIPPED
amazing movie
How can you buy a phone from a street vendor for just 600 Bhats (Thai currency)?
This movie is the bomb
It is a good movie. No click bait. Rely cool!!!
the best movie..
27/1/2020
Omg im so sad shye is dead ?????
Beautiful??
In this movie really excellent contents....and the aftermath of hacker is  very well because of now he is been a honest....
Superb movie.....my first English movie???
money does not change you. it reveals who you are. Z
Worth watching !
awesome movie super ending
Actually  hack everything on me not my mind and heart?????
what is a movie name bro
End was like a crap
Remake from  who am i
I must say what an Amazing movie
Yes I liked it
Love it
Fantastic movie, love it?
dis the life i always want  fast n long enough to enjoy world not slow n long loved sai
yes, was pretty good
this movie taught me a leson to not do illegal thingsa nd stay with your loved ones i wonder what happend after they went i fell kida bad
?
I'll download this?
PERFECT MOVIE I EVER WATCHED ON TODAY'S CHANGING LIFESTYLE BE PATIENCE & LIVE NORMAL LIFE
:)
Nice!
Good movie with lots of twists and turns.
Nice movie...loved it?
Sci Fi?
Its a nice movie ??????
Great.... I love this movie ???
4th time watching it...
Good movie but I just don't  know why in the hell he gave that lady at the computer store that card instead of giving her cash
Some of the smartest wealthy started out as poor. No Money makes you come up with brilliant ideas , and if are not streetwise you can be in trouble.
Really good movie!!!??????
What a end??? really ?/??????
Great movie! Anyone in youtube looking for a movie worth watching, this is the one!
His mom is hot
Algum brasileiro aqui também?
while watching movie ...i was thinking about ...doing carrier in hacking, but ending disappointed me...but its really good movie to watch
Why keep that cash, why not bank it in offshore accounts.
Please upload more English movies
Excellent movie. We can get a lesson in this. ""Money can reveals who you are"".
That little boy in the intro died not the kid featured in the movie
this movie is a big example of lifes reality.you make your life to hell to heaven or Heven to helllllllll.
This really was Gucci Mayne transformation?
i was done at the cat fight at the DVD player truck sale 50:00
my favourite movie ??
It's a good movie
Where are the other movies
This movie actually has a meaning full ending! One of the best movies I’ve seen in awhile!
Huh.lol.good movie.
Worth watching!!!!!
????? ttttt
Super bro ??
Ivacy vpn keeps you secure and safe online.  Get safe in $0.99/month.
I loved it
I like this ?
Watch it, you will like
2020???
my first comments to any movie ever guys most recommended best then any bull*****t out there
How greed can put u through the misery.... lost frd..  lost life...  Well a good lesson.
3rd time watching this
Wow nice ??
Great movie
Great movie
hmm.... hacker, you say.
?????
Good movie, thanks.
Thanks for adding this on youtube ! Love it !
lesson learn ?
Love it
nice movie (Hakker)
Wow what a nice story
Nice
sye didn't say that he love alex more than friends. ?
I real like this movie great story??
recommend
1:18:00
Hey 
It
Was
Awesome
This is a beautiful movie?
Thé end???beautiful ??
I already knew and watched this movie .. It is a true to life  story of a hacker "" D A R K W E B "" ..
Great Movie
Tank you for sharing this great movie, wee hope Julian Assange  to bee free for to tel us the true, tanks
Mantap
Great movie 10/10
Amazing movie ??
1:38:29 this movie should end here. That girl twist was dumb.
Rajkumari is mad after watching this movie
Wow
If I became a hacker and never went to college, it's either the bad guys will kill me or my Mom will. Either way, I'd die ? So I just better be going go college
What was the kiras real name its untold yet man damn what a movie no waste of time ????liked
I want this kind of movies arghh
It is glorifying crime.
??????????
I like it.
awsome
great movie
HAHA
IS THERE ANY TELUGU VERSION AVAILABLE
great movie
so, there are people who earn money in these ways?
I am a hacker....
What the F  2years of imprisonment?
Superb?
Superb?
Great Movie
nice movie to watch there is a moral lesson to learn
Good.
Xoss ? ???
This movie is good
The best movie I ever watched
The Movie was kind of weird but i got attached to the characters so i kinda enjoyed it. Overall Well done!
Good one
So nice my God.
Probably the best Canadian film I have seen.  Thank you for posting.
Love the twist ?
Do NOT sub!
My heart broke when i saw sye was died..???
Is the dark web real ? and those it still operate  ?
This movie is straight ??
all nice.enjoy,thanks
Only 4 minutes in. And I say this. It Rocks.  The tempo is good.  The ideology good. Waiting to see how the story plays out.
The only thing that i hated in this movie was its predictability...rest everything is too good
As a conservative movie critic (after watching this movie)  I give this movie a 7.3 out of 10.
It is one of the best movie I have watched in my life
Good movie? worth to watch?
A good movie but can make a BETTER ENDING TO IT.....
Greed is evil.
I love this.... all time
If you're planning to watch this movie. Go for it and you will not regret it!
Can I get this movie in Hindi ....?
What is the name of movi bro.
good movie...
It's not easy to enter in dark web.. They are showing it too much easy.. But movie is good
Amazing movie
Very nice movie!! ?
One think never believe girl....
Awesome movie... I honestly didn't skip even a second... Now i have lots of mosquito bites...
Ganda ng hacker?????
Is this movie supposed to be inspirational? Glorifying the lifestyle of criminals and fraudsters? I haven’t seen movies about someone really doing great things in the world - it appears that only vices are glorified in cinema.
Thank you for this kind of movie.
Nice movie ?
Poor parent
i was a hacker once and i also got jailed for it eventually ,i live in bangladesh
Best movie
i liked this movie
why did Alex's eyes look like sleepy all the time since meeting with Kira?
this movie is kinda similar to Mr.Robot
Judulnya apa
Sye  is a way better talker than Alex....he always looks so nervous
black HO's are the real hackers.
I bet her uncle is Zed ?
Just finished watching this .....and I must say it is a good movie ... I enjoyed it...wasn't expecting it to end that way...but it turned out good....to bad life doesn't work like that...there isn't happy endings most of the time....
Great someday i want to be like them hahahahaha
This movie is so amazing?
Brainless hacker..they gonna track u down!!
2 years imprisonment I'm almost cry ??
girl always gna f ur life dnt ditch ur best frend,,, she gave them idea they f
Who calls from a pay phone,  no burners.
naha maraneh teh?, ieu jelek pisan. Aslina, buka tah mata lebar-lebar. Ningali asu! Ningali pake hati!
?
This movie is produced by the person of Kazakhstan. His name is Akan Satay. At the end of film can you see name of the corporation SATAIFILM .
Is this movie based on real incidents?
??
awesome movie
Hindi me upload karo
decent movie good whatch
From Ph. Nice movie
https://lookmovieonline.com/
O.k film
Best movie
good movie..... from Bangladesh
Im become hacker someday ??
Watching 2k19
??????
Thanks
movies name
Now this is what we call is a sci fi movie
Who did kill his friend
So good
22:27
Bg lng t hn d n rvil ust ng@ scret n....
I Love Canada so much. More than any country in the world though am not a Canadian but I relly want to be...
Many years ago I discovered alcohol and drug abuse now I watch this
?????
Not sc-fi
Post a new movie...y everyone post same video.... disgusting!!!
Awesome movie
Well I wish I get involved in asuch thing and make all this cash ?
LOTSA SPOILERS IN THE COMMENTS GUYS
THIS MOVIE IS AMAZING ??. Worth watching
Actually just hate kira so much
What is the movie name
4nn
Good job
I am from India??. I love this movie.
yar ya urdu mah h kia
ess ka name to btana
Awesome movie..
Actually took me 3 days to watch tho
I cried so bad
So cool
?
Wao wt a movie,just loved it, should watch
???????d it
let us save money. connect, watching 2nd day of Januari. bye 2019. great movie ??
10,000$ ?
Omgggg why didn’t he go to school :((((((((
nice movie worth watching it
Awesome awesome
Liked it.. Loved it.. Worth a watch.
It seems to me a little hard to believe that an organization anyone whatsoever, legal or illegal, would spend so much money around just one ""genius"" guy... 
Still remains an enhancing breathtaking movie, I enjoyed it, tks for uploading, I liked, subscribed, and shared... ;-))
Ending is good . But i was supposed expicting more awesome ending . Like they both getting married and lived a happy life . Then there was a happy ending . Lmao
I love hacker
Dark Web AKA: The Gob'ment. Simple
awsome
All about fraud not as easy as on the movies once you used my credit card sms will get through right now in phone..
???
https://youtu.be/3OyD12496rc
.nice movie...???
Yeah i like it
alex is a cutie
i rhink it is good
Nice movie .... ?
Name of the movie
I would subtitle this one ""Mission Impossible Lite"". No stunts, vapid plot, but entertaining. After ""Terminator Dark Fart"" and the Disney fiascos, it stacks up, but the bar has never been lower. Entertaining movie. The locations were beautiful, but one does wish the protagonist would have jumped out of a helicopter at least.
Coment kon kon pdh k dekhta h movie
Who killed sye
Gotta hate when the captions don't match what they say!
Good movie
Bhai Geetha govidanm kb aye gii
Good movie !
I have 1 question PLS SOMEONE ASNWER IT BEFORE I WATCH THIS
Is this movie scary or is it just a normal movie???
PLS ANSWER IF IT'S SCARY I'M NOT GOING TO WATCH IT BC I WILL GET NIGHTMARES
So Sye got killed bcos of Uncle's plan?
at 37. 53 min. he says ; What's the worst that can happen, in reference to hooking up with a woman.? Hahahahaha, that's funny. Sure, if one doesn't mind going on a rollercoaster ride seven to 10 days a month, like it or not ! Hehe
Can someone tell me how to open darkweb?
I watched it in 2021
Very nice movie,
Good movie
Good movie
bhosadi ke  ?????? kyo likha he,
Good movie
good movie
i like this movie
Ss
good movie
Movie name
He Just cant GET enough of MONEY... If i were him.. Just quit that job and go home with family
Darkweb is no joke
49:55 Alex proved he is a kid and immature too, for a sweet candy looking girl, he can go against his best pal who did hold his hand when he was trying to sell those watches like some vegetable vendor, or below than that, Alex is a vergin mojito, who needs some action.
It for the losers.what do you think they are.work hard and live honest life.the move sucks.dont watch it.
I highly recommend this one, very genius...sometimes, I want to explore the dark web but because of this movie,...not anymore.I don't want to earn easy money and become lazy doing nothing....addiction is very hazard so, better earn good for a living thou...no crime and no imprisonment
*
Movie name please
I need money also
Have watched this before and will again
good movie I like it
Good
Nice movie ,
Not bad !
Good
Why the writer made him spent years in jail

Not cool, loved the movie tho
Bad acting
I NEED 2 PART OF THIS MOVIE
Recommended
bluhbluhbluh
I really Enjoyed this Movie...
Fantastic???
Definitely wasn't lying about this movie. Superb Movie!!! Watch nd u'll c.??
it's amazing. but i fell sad though.
it's worth watching
its a nice movie. lessons of life
must watch
If you know me, you would not believe what I have said after I watched the movie 
Black website is gone? Oh no ! That's not good. And than I checked myself, what was that about? I realized, because group like that keeps a balance. Nor all of them are criminals, if they commit a crime, its because due the action of ,people who backed up by system.  Now you know!
why was that guys face so wrinkly
Really... this is my favorite movie... whatever I respect this hacker
how can i download this movie.i tried many ways but impossible to download
Superb movie
Nice movie
Zed mad ugly he looks like a zombie ????
Bad ass movie seen before I'm seeing it again.
Nice movie
56:45 Indian passport
Anyone from sri lanka??
r.i.p sye
So dayumn guwd
Not a bad movie for youtube.
Hello friends
Super movie
Nevere trust women never
Nice movie
Thai was a really good movie.  Callan McAuliffe (Alden) now on the Walking Dead did a super job in this movie.  Very much worth the watch.
Nice movie i liked it
What a movie.???
Spoiler alert ......……………...........------------------------------------------Totally knew she was working with cops. To get to Z. Note she never slept with him. That doest fly. That's why he met her. And it's where movies breakdown. A movie is 2 hours they were together years. He would have figured
Why did his bestfriend need to die. ????
This was the best movie ive seen in a while i knew kira had some shit going. It was going too sweet, tooo smooth. Amazing movie
Nice
whats wrong with alex? he was too dumb to trust that girl.
at 56:47 Indian Passport...
This is my favourite movie
This movie thought us a lesson....never believe girls
Really worth it to watch and it's not a waste of time ?
Vikash kumar
ZOiDBerg didn't like this movie.
Right. 2 years he was going crazy in a Thai prison and he could just drive away like that? Such stupidity. He would have been a basket.
Thats not HACKER is Whoami
The bestfriend men ??
Anyone here that can create a website haha let's make some money
Corney.
Ending is boring
Compelling movie. 6/10. It became obvious that she was not who she seemed to be from the intro.  But, they didnt know her real target... Uncle, huh? Good fantasy.
i am the same way as these guy was...
Very nice movie
Nice movie
This is teaching us bad things and bad habit. This is saytans movie.
This movie is painful to watch...how are these ""bright people"" so stupid? Is this part of the story or a standard misconception amongst all over night successful criminals? whatever it is ...it's very predictable and boring, why even watch something so dull is there noone out there that rise's above their childish emotions and ""new rich status""? Failure is so lame.
Fake bolshet
very nice
Who are the hackers in America.? EVERYONE in some way or other
Guuuuuud
Its a good movie,the script is good and easy to follow the acteurs, but the zed person was for me a failler, so the end to, i wanted a suprisely ending in this movie. But by all, it is a good free movie, comparing with the other shit on youtube  and those movies getting dubd, aarg i hate it!luckely i understand  englisch?Thanx for uploading this movie?
Great movie ...... 10 .... its not sci fi but is really great...
Superb movie, I liked it so much
Dont steal from a thief, moral lesson, earn money you worked hard for ..... vanity and greed brings you nothing.
I literally think this is the best Canadian made movie ever. Literally.
Dont like it. Waste my time. So predictable. ????
And i hate her
Waste
Movie is best but hindi version 
.
.
.
In a nutshell don't trust girls
The comments are not lying, it’s a good movie
Stupid movie."
LPtkV2Kgk3E,"Bhai movie 
Dhekhane wale
Like kare ????????
This movie is powerful
O  oh my God
Tribals ko isi tarha India me lanchhit kiya jaata hai Education me.

Babasaheb ki wajese aur Indian Constitution ke wajese hum Tribals ko age barne ka mouka hai
love it... don't understand the language but I felt it
Saal ka last day Alvida 2019
Best Movie Ever Yaar What A Movie
Kadar sir u r the great love u
I saw this movie already in 2006 now 2nd watching today
Subtitle indonesia
I am fain
Meera bhaai is my everything
Sunil shetty  ...fans..hit..like....??
Outstanding movie
I love my brothers. Thanks
I love you my brother more than my life.
God bless you brother.
And keep you safe forever.
Thank you
YouTube ma only one Film ?? Nice
2019
Nais movi
Sunil shetty is an amazing actor. He used to be one of my favourite action star back in the 90s
Ham bai bai kabe be alge na raha like bai.
1:23:09 why didn't he burn him!?? why he burried him....
Miss You Sunil sir.... ???
Don't why bollywood stop making these type of films we pakistani love's these type of movies so much emotions
3:54
I love my daughter angel  as Sunil loves his daughter(sahil naseer hajini writer poet)
Kadar....Baba..love. you
Is film mein Jaisi acting Sunil Shetty Ne ki hai koi nahin kar sakta bahut Khatarnak acting ki hai 1. 20 minute ke baad to himmat nahi padti dekhne ki film
3,12,2019
Nice movie yaar
Sayyad, Owaisi
2019
hotslut.ru 
4:03
1:32
Flem ya seruu tpi tek indondia ya gk ada
?????
??? ?????? ??? ???? ?????? ??
??omg
Sun eel sutty is mile se u the the
Super film
I love brother
Anna super .action and emotional seens
I love you sunil sir kon kon sunil ji se pyar krte ha like kre
Grand films 1997 de sunil shetty top top top
Love you....Bhai??????
8/2/2020
2019 mein kaun kaun Sun Raha Hai
I love this movie
Who watching in June 2019..
If this movie release in this time.. it must going 2/3 hundred billion..
Good luck with that one girl who is going njdd hii good friend
Jo apne bhaiko dilse pyar karte ho like kare
Beautiful movie thank you so much
What a movie !
Ek like to banta hai ?
Super move Sunil setty safe brother
Why no subtitles.i really love Indiaan movies but there is no way to love something that u can't understand
hotslut.ru 
4:03
Come back Sunil shethy ??
Baji
hotslut.ru 
3:13
hotslut.ru 
4:37
Mdamirail
I love suniel shetty action all time
Kon kon dekh raha h isko 2019 me please like kar do yar ???????????????
miss my brother lost him few month ago????
Superb..
hotslut.ru 
1:45
1997 - Movie released
1997 - My Birthday
I appreciate every film maker 
From Afghanistan
1:26
Nice move
BALWAAN BA
thanks
hotslut.ru 
1:43
I miss you sunil bro
hotslut.ru 
3:45
???? ?????
Filinkii iigu horreeyay ee hindiya aan daawaday Caruurnimadii 2000 -illaa 2001
Qui regarde en 2020 comme moi?
hotslut.ru 
1:24
hotslut.ru 
4:44
hotslut.ru 
1:01
Yes
0572
690478
0:39
hotslut.ru 
5:19
Geetuy
Nice ? ?
I miss you 
Sunil setty
Please 
Bhai 2 waiting. ......
2020
hotslut.ru 
1:06
Hello
GOOD
it love my brother
hotslut.ru 
0:12
4:39
LOVe
Supr hit moocs phle ka or ab la moog to smch me the data he
Bhai the scene ever ever bhai
hotslut.ru 
4:57
hotslut.ru 
1:23
Bhai the scena ever ever bhai
Best sunil shethy
Sunil shetty is best movie
https://youtu.be/vnqocCf5lB8
hotslut.ru 
3:58
hotslut.ru 
1:17
hotslut.ru 
2:41
Ghgeu
Gopal
hello
A1
Sunil - the iron man...
Sahu
hotslut.ru 
1:49
Ghatak cinema
pehle v zulm hota tha..
avi v zulm hota hai..
waqt badal gaya..
zulmi wohi reh gaya..
Super hit movie. At box office
Good family movie
Mo irshad
Dhaervmeer
Supap veido
Nice film to Sunil Shetty
These Movies R Very Nice
Sunil Shetty is the best fan
90ts movie hits
what a fantastic movie ... very nice ... ??
Mohammed ansarulla
ye movie kon kaun 2019 me dekh raha hai please like kare
https://youtu.be/biDKkn9ERQU
0:26
i am karan
???????? aku sedihhh bgttttt.....????
Nice film
Haiii
who
Nice movice
2019 till now
hotslut.ru 
1:50
2020  ma kon  kon  dek ra ha g 
best movie
Please come to back  sunil setti
V
BSP
May hero
Sabniy
beautiful movie
Bachpan Mein Yeh movie dekhi thi Aur Aaj Fir Dekhi bahut hi badiya film hai Wahan lodiya Degi ke6666
4 on vul from kmkon kl
2020
????????????????????????????????
Hi
super hit movie h sunil shetty uncle ji
Antonio di Silva high school?????
hotslut.ru 
1:02
hotslut.ru 
2:55
Hello
Yaar mera toh Anson ata hai ??.
Garib kaise mahabat kare amiro se.
Love u bhai.....
      Nice movie Sunil shetty ???
Tiger so good
Vry nyc movie luv u sunil shetty
I miss you"
